0 5 0 0 5
0.01 4.99992 -0.0157933 0.05 4.99992
0.02 4.99968 -0.0315829 0.0999984 4.99968
0.03 4.99929 -0.047365 0.149994 4.99929
0.04 4.99874 -0.0631358 0.199984 4.99874
0.05 4.99803 -0.0788918 0.249968 4.99803
0.06 4.99716 -0.0946292 0.299945 4.99716
0.07 4.99613 -0.110344 0.349912 4.99614
0.08 4.99495 -0.126033 0.399868 4.99496
0.09 4.99361 -0.141693 0.449811 4.99363
0.1 4.99212 -0.157319 0.49974 4.99215
0.11 4.99047 -0.172909 0.549654 4.99051
0.12 4.98866 -0.188459 0.59955 4.98872
0.13 4.9867 -0.203964 0.649428 4.98677
0.14 4.98458 -0.219423 0.699286 4.98468
0.15 4.98231 -0.234831 0.749122 4.98245
0.16 4.97988 -0.250185 0.798935 4.98006
0.17 4.97731 -0.265483 0.848723 4.97753
0.18 4.97457 -0.28072 0.898485 4.97485
0.19 4.97169 -0.295893 0.94822 4.97204
0.2 4.96866 -0.311 0.997926 4.96908
0.21 4.96547 -0.326038 1.0476 4.96598
0.22 4.96214 -0.341003 1.09725 4.96275
0.23 4.95865 -0.355892 1.14686 4.95938
0.24 4.95502 -0.370704 1.19643 4.95588
0.25 4.95124 -0.385435 1.24597 4.95225
0.26 4.94731 -0.400082 1.29548 4.94849
0.27 4.94324 -0.414643 1.34494 4.9446
0.28 4.93902 -0.429116 1.39437 4.94059
0.29 4.93465 -0.443498 1.44376 4.93646
0.3 4.93015 -0.457786 1.4931 4.9322
0.31 4.9255 -0.471979 1.5424 4.92783
0.32 4.92071 -0.486075 1.59166 4.92334
0.33 4.91578 -0.500071 1.64087 4.91875
0.34 4.91071 -0.513965 1.69003 4.91404
0.35 4.9055 -0.527756 1.73915 4.90922
0.36 4.90015 -0.541442 1.78822 4.9043
0.37 4.89467 -0.55502 1.83723 4.89927
0.38 4.88905 -0.56849 1.8862 4.89414
0.39 4.8833 -0.58185 1.93512 4.88892
0.4 4.87741 -0.595098 1.98398 4.8836
0.41 4.8714 -0.608234 2.03279 4.87819
0.42 4.86525 -0.621255 2.08154 4.87269
0.43 4.85897 -0.63416 2.13024 4.8671
0.44 4.85257 -0.646949 2.17888 4.86142
0.45 4.84603 -0.659621 2.22747 4.85567
0.46 4.83937 -0.672174 2.276 4.84983
0.47 4.83259 -0.684608 2.32447 4.84392
0.48 4.82568 -0.696921 2.37288 4.83793
0.49 4.81865 -0.709114 2.42123 4.83187
0.5 4.8115 -0.721185 2.46951 4.82574
0.51 4.80423 -0.733134 2.51774 4.81954
0.52 4.79684 -0.744961 2.5659 4.81328
0.53 4.78933 -0.756665 2.61401 4.80695
0.54 4.7817 -0.768245 2.66204 4.80057
0.55 4.77396 -0.779702 2.71002 4.79413
0.56 4.76611 -0.791035 2.75793 4.78763
0.57 4.75814 -0.802244 2.80577 4.78109
0.58 4.75006 -0.813329 2.85355 4.77449
0.59 4.74187 -0.824291 2.90126 4.76784
0.6 4.73358 -0.835128 2.9489 4.76115
0.61 4.72517 -0.845841 2.99648 4.75442
0.62 4.71666 -0.856431 3.04399 4.74764
0.63 4.70804 -0.866897 3.09144 4.74083
0.64 4.69932 -0.877241 3.13881 4.73398
0.65 4.6905 -0.887461 3.18612 4.7271
0.66 4.68157 -0.897558 3.23335 4.72018
0.67 4.67255 -0.907534 3.28052 4.71324
0.68 4.66342 -0.917388 3.32762 4.70626
0.69 4.6542 -0.927121 3.37464 4.69926
