0 5 0 0 5
0.01 5 -0.0157945 0.05 5
0.02 4.99984 -0.0315866 0.1 4.99984
0.03 4.99953 -0.0473726 0.149998 4.99953
0.04 4.99905 -0.0631488 0.199994 4.99905
0.05 4.99842 -0.0789114 0.249984 4.99842
0.06 4.99763 -0.0946568 0.299968 4.99763
0.07 4.99669 -0.110381 0.349945 4.99669
0.08 4.99558 -0.126081 0.399912 4.99559
0.09 4.99432 -0.141753 0.449868 4.99434
0.1 4.9929 -0.157392 0.499811 4.99293
0.11 4.99133 -0.172997 0.54974 4.99137
0.12 4.9896 -0.188562 0.599654 4.98965
0.13 4.98771 -0.204085 0.64955 4.98779
0.14 4.98567 -0.219562 0.699428 4.98577
0.15 4.98348 -0.234989 0.749286 4.98361
0.16 4.98113 -0.250365 0.799122 4.98129
0.17 4.97862 -0.265684 0.848935 4.97884
0.18 4.97597 -0.280944 0.898723 4.97623
0.19 4.97316 -0.296142 0.948486 4.97349
0.2 4.9702 -0.311274 0.998221 4.9706
0.21 4.96708 -0.326338 1.04793 4.96758
0.22 4.96382 -0.34133 1.0976 4.96442
0.23 4.96041 -0.356248 1.14725 4.96112
0.24 4.95684 -0.371089 1.19686 4.95768
0.25 4.95313 -0.385851 1.24643 4.95412
0.26 4.94927 -0.400529 1.29598 4.95043
0.27 4.94527 -0.415123 1.34548 4.94661
0.28 4.94112 -0.429629 1.39495 4.94266
0.29 4.93682 -0.444045 1.44437 4.93859
0.3 4.93238 -0.458368 1.49376 4.9344
0.31 4.9278 -0.472597 1.5431 4.93009
0.32 4.92307 -0.486729 1.5924 4.92566
0.33 4.9182 -0.500762 1.64166 4.92112
0.34 4.9132 -0.514694 1.69087 4.91647
0.35 4.90805 -0.528523 1.74004 4.91171
0.36 4.90276 -0.542248 1.78915 4.90685
0.37 4.89734 -0.555866 1.83822 4.90188
0.38 4.89178 -0.569376 1.88724 4.89681
0.39 4.88609 -0.582777 1.93621 4.89164
0.4 4.88026 -0.596066 1.98513 4.88637
0.41 4.8743 -0.609243 2.03399 4.88101
0.42 4.86821 -0.622306 2.0828 4.87556
0.43 4.86199 -0.635254 2.13155 4.87002
0.44 4.85563 -0.648086 2.18025 4.8644
0.45 4.84915 -0.660801 2.2289 4.85869
0.46 4.84254 -0.673397 2.27749 4.8529
0.47 4.83581 -0.685875 2.32601 4.84703
0.48 4.82895 -0.698232 2.37448 4.84108
0.49 4.82197 -0.710469 2.4229 4.83507
0.5 4.81486 -0.722584 2.47125 4.82898
0.51 4.80764 -0.734578 2.51954 4.82282
