20000  0.0200        0.0000        5.0000        0.2500        
500000.0000   862.8294      -4088.8586    903.1054      -0.0000       0.0001        -0.0000       
500000.0000   -1487.7747    -1561.9643    97.6147       0.0001        -0.0000       -0.0002       
500000.0000   1432.5206     1767.5593     -1097.8727    0.0002        0.0002        0.0002        
500000.0000   -2240.5610    1607.6367     2604.5743     0.0000        0.0000        -0.0001       
500000.0000   -1118.6218    -957.0943     -1358.7385    -0.0000       0.0001        -0.0003       
500000.0000   430.0304      -3418.9258    -184.5834     0.0001        -0.0001       -0.0001       
500000.0000   -293.2527     -48.3286      -608.8743     -0.0001       0.0000        0.0002        
500000.0000   545.2532      -101.7628     340.7444      0.0000        -0.0002       0.0000        
500000.0000   -1848.8765    -372.0708     -671.5450     -0.0002       -0.0003       -0.0002       
500000.0000   700.9348      1201.9464     -564.1106     -0.0001       0.0002        -0.0002       
500000.0000   -422.2195     578.3782      -912.6892     -0.0003       0.0001        -0.0003       
500000.0000   2498.5939     -5797.1904    1309.5826     0.0001        -0.0000       -0.0002       
500000.0000   -382.2561     -468.5089     -711.7831     0.0001        -0.0003       0.0001        
500000.0000   204.0531      1348.9811     145.3448      -0.0001       0.0001        -0.0000       
500000.0000   462.0717      349.9901      -811.1505     -0.0001       0.0003        0.0001        
500000.0000   40.4391       1151.4478     -197.5286     -0.0000       -0.0001       -0.0001       
500000.0000   -599.2177     -719.3312     -2464.2825    -0.0003       -0.0000       0.0003        
500000.0000   101.7315      347.3507      610.4918      0.0000        -0.0003       -0.0000       
500000.0000   439.8167      -0.0178       412.8322      -0.0000       -0.0000       -0.0000       
500000.0000   -589.9729     477.6060      692.0544      -0.0002       0.0001        -0.0000       
500000.0000   -1654.9060    -324.4060     2254.1704     0.0001        -0.0003       -0.0002       
500000.0000   2111.8984     -3782.9023    -4861.2745    0.0001        -0.0002       0.0002        
500000.0000   -1649.3885    -2261.4214    4441.3936     0.0001        0.0000        0.0001        
500000.0000   -1218.8469    -1702.9414    1388.8204     0.0001        0.0001        -0.0001       
500000.0000   1716.5872     -626.3304     -344.1387     -0.0002       0.0001        -0.0002       
500000.0000   -173.6487     -123.6488     69.5362       -0.0002       0.0005        0.0000        
500000.0000   -1657.9884    -1593.0793    1889.4618     -0.0002       -0.0002       0.0002        
500000.0000   -1041.5972    1941.3664     -1145.9673    -0.0001       -0.0002       -0.0003       
500000.0000   -2240.9536    -463.2125     1270.6970     -0.0001       -0.0002       -0.0000       
500000.0000   -263.2026     1070.2313     -728.7133     0.0001        0.0000        -0.0002       
500000.0000   1457.1575     3562.1888     1377.7881     -0.0002       0.0002        -0.0001       
500000.0000   1394.2110     -809.5538     -3082.2248    -0.0000       0.0002        0.0002        
500000.0000   -4577.1935    1063.5990     71.4463       -0.0000       -0.0001       -0.0000       
500000.0000   -888.0289     42.3161       -187.3622     0.0001        0.0001        0.0000        
500000.0000   -394.0818     775.7533      252.9122      -0.0002       -0.0001       -0.0001       
500000.0000   798.2387      391.3331      865.4231      0.0002        0.0001        0.0001        
500000.0000   -735.4446     -426.0704     -1492.6257    -0.0003       -0.0001       0.0002        
500000.0000   -1014.6607    793.3156      -1131.1405    -0.0001       -0.0001       -0.0001       
500000.0000   11223.4698    -8420.1757    4797.1641     0.0002        -0.0000       0.0000        
500000.0000   -2372.5754    392.6994      1704.3987     0.0002        0.0001        0.0004        
500000.0000   -534.2308     -1402.5015    -1019.0262    -0.0002       -0.0001       -0.0000       
500000.0000   -1311.6622    1547.2028     -392.7352     -0.0003       -0.0000       -0.0001       
500000.0000   245.7804      2384.9768     -470.0633     0.0002        -0.0001       0.0004        
500000.0000   152.8402      984.6422      36.4273       0.0001        -0.0004       0.0002        
500000.0000   -655.4271     1713.1311     -1665.3777    0.0001        0.0001        -0.0000       
500000.0000   -431.0303     -2218.7508    -1545.8329    -0.0001       0.0001        0.0001        
500000.0000   -1412.2892    -512.4458     1434.3996     -0.0000       0.0002        -0.0001       
500000.0000   2261.6569     -1250.9378    -271.9221     0.0004        0.0000        -0.0001       
500000.0000   -1109.3791    -1021.5867    -1429.0192    -0.0002       0.0003        0.0001        
500000.0000   -1056.0436    -2166.4050    -1825.5206    -0.0000       -0.0000       0.0001        
500000.0000   -312.5129     -968.0442     -249.1728     -0.0000       0.0001        0.0004        
500000.0000   741.9047      -925.3903     -387.7511     0.0001        0.0003        -0.0003       
500000.0000   457.6385      -845.5157     -6.6551       0.0000        0.0002        -0.0003       
500000.0000   5969.9601     -2654.1021    -675.7757     0.0000        -0.0001       -0.0002       
500000.0000   -2115.8165    -3207.8694    -739.5970     0.0000        -0.0002       -0.0001       
500000.0000   -2573.6197    -1980.2627    1750.1216     0.0001        -0.0001       -0.0001       
500000.0000   -3923.5489    2404.9440     -1602.3637    -0.0002       -0.0001       -0.0001       
500000.0000   904.4260      190.0456      -147.9188     -0.0002       0.0002        -0.0002       
500000.0000   1559.9895     1984.7812     242.8466      0.0002        0.0000        0.0000        
500000.0000   1148.6963     -2751.3158    -444.4545     0.0003        -0.0000       0.0000        
500000.0000   -210.2822     -256.6941     538.8095      -0.0003       -0.0003       0.0002        
500000.0000   -5498.9293    1307.3110     -3058.2291    0.0001        -0.0000       -0.0001       
500000.0000   -2345.0314    4047.8460     -2954.8290    0.0002        -0.0001       0.0000        
500000.0000   1153.3412     -240.5318     -1415.6498    -0.0002       -0.0001       -0.0000       
500000.0000   -1914.7456    266.8540      1519.4730     0.0000        0.0001        -0.0002       
500000.0000   1255.6325     1035.7987     -1743.0279    -0.0002       -0.0001       -0.0001       
500000.0000   2515.8008     975.2985      -529.8265     0.0003        0.0000        0.0002        
500000.0000   247.7884      -128.8299     1445.9282     0.0003        -0.0001       -0.0001       
500000.0000   642.6518      -586.9548     396.0991      -0.0001       -0.0001       0.0001        
500000.0000   94.9755       668.8956      758.3356      -0.0001       -0.0001       0.0000        
500000.0000   -2759.1441    -2408.7884    4854.6592     0.0000        0.0002        0.0001        
500000.0000   2155.5145     5515.8946     -790.6191     -0.0001       -0.0001       -0.0002       
500000.0000   67.0413       -636.5288     1318.9482     -0.0002       -0.0000       -0.0003       
500000.0000   313.4768      1998.3528     -1044.4605    -0.0001       0.0001        -0.0003       
500000.0000   -890.5704     638.6508      -49.6482      -0.0001       -0.0004       0.0002        
500000.0000   68.4622       -1181.9536    823.3661      0.0001        -0.0002       -0.0000       
500000.0000   952.2643      471.9799      593.4825      -0.0003       -0.0001       -0.0001       
500000.0000   -132.2003     -1583.9134    -3676.9786    0.0001        0.0000        0.0001        
500000.0000   -69.6407      252.1617      6.6708        0.0001        0.0002        0.0003        
500000.0000   973.6343      272.2484      -1609.2179    0.0002        0.0000        -0.0002       
500000.0000   -78.4973      -1990.5805    -1069.2554    0.0000        -0.0001       -0.0001       
500000.0000   118.8921      -174.3006     -745.6080     -0.0002       0.0001        0.0000        
500000.0000   -1981.2311    -1448.8303    923.1460      0.0000        0.0001        0.0000        
500000.0000   1237.0117     -1151.6790    2046.7417     -0.0003       -0.0001       -0.0001       
500000.0000   73.1887       -637.0280     -1228.0916    -0.0001       0.0000        -0.0000       
500000.0000   592.7202      936.0810      105.3974      -0.0000       -0.0000       0.0002        
500000.0000   748.7385      437.6409      66.1920       -0.0004       -0.0001       -0.0002       
500000.0000   -1116.8819    -592.9611     -1066.8900    -0.0001       0.0001        -0.0001       
500000.0000   938.4590      -1304.1883    -2813.3629    -0.0003       -0.0000       -0.0001       
500000.0000   2087.7006     391.1340      -777.3385     0.0000        -0.0001       0.0000        
500000.0000   1542.2712     3504.9294     -2042.4564    0.0001        -0.0001       0.0002        
500000.0000   -100.9503     786.3657      32.0924       0.0001        -0.0000       -0.0000       
500000.0000   202.9527      -1122.7255    -15.7797      0.0001        -0.0001       -0.0001       
500000.0000   -754.4271     -796.9300     -407.3419     -0.0004       -0.0004       -0.0001       
500000.0000   -604.2195     2760.9799     -1855.7813    -0.0001       0.0000        0.0000        
500000.0000   1211.3958     888.1296      -463.8294     -0.0000       -0.0003       -0.0002       
500000.0000   -1237.5666    969.4714      434.5178      -0.0002       0.0001        -0.0001       
500000.0000   270.8363      1670.2677     772.1227      -0.0002       0.0000        -0.0001       
500000.0000   950.7101      -1166.0283    1173.4870     -0.0000       0.0001        -0.0001       
500000.0000   -1402.8530    -3388.4182    -1157.4730    0.0000        -0.0000       -0.0001       
500000.0000   151.9522      552.1259      -598.4897     0.0003        -0.0002       -0.0003       
500000.0000   1015.4118     2738.7489     563.6227      -0.0003       -0.0001       0.0001        
500000.0000   -357.1443     -1702.5705    -508.8377     -0.0000       0.0000        0.0003        
500000.0000   -916.4517     335.8265      -409.3263     -0.0001       0.0001        -0.0000       
500000.0000   534.4702      359.8964      1323.2038     -0.0002       0.0001        0.0001        
500000.0000   943.7908      -4079.1622    -1647.6890    0.0001        0.0001        0.0000        
500000.0000   644.7012      528.1335      -2204.4912    -0.0000       -0.0002       -0.0000       
500000.0000   3539.9153     2200.8486     -9615.9273    -0.0000       -0.0000       -0.0000       
500000.0000   -580.5618     373.6864      53.3369       -0.0002       -0.0001       -0.0002       
500000.0000   -404.3302     -764.3454     -659.5244     0.0003        -0.0001       0.0001        
500000.0000   3037.8065     -2181.0620    4876.3077     0.0001        -0.0000       -0.0000       
500000.0000   -2164.6281    971.2626      -680.2496     0.0001        -0.0001       -0.0001       
500000.0000   98.5908       198.7155      -270.0198     -0.0001       -0.0002       -0.0004       
500000.0000   -4108.0421    -1270.0977    2156.0767     0.0001        -0.0001       0.0000        
500000.0000   1318.8648     -1660.5806    164.8430      0.0001        -0.0001       0.0000        
500000.0000   -1793.4866    -1591.0316    660.9335      -0.0001       -0.0003       -0.0000       
500000.0000   -284.1263     -265.0366     -122.2525     -0.0001       0.0002        0.0002        
500000.0000   575.6110      1264.2925     -398.6088     -0.0001       0.0001        0.0001        
500000.0000   188.7658      -1068.5832    255.7919      -0.0000       -0.0001       0.0001        
500000.0000   39.0773       2065.8003     -98.2347      -0.0001       0.0000        -0.0001       
500000.0000   707.4410      -273.7246     55.6110       -0.0002       0.0001        0.0001        
500000.0000   -1427.7313    -863.0705     716.9750      -0.0000       -0.0003       -0.0001       
500000.0000   -4040.1692    -2365.0215    -316.3612     0.0000        -0.0001       0.0001        
500000.0000   -960.6037     472.1279      -1714.0818    0.0000        0.0004        -0.0002       
500000.0000   174.2136      -375.7131     2304.9904     0.0002        0.0002        -0.0002       
500000.0000   737.0605      -372.5746     -546.4382     0.0001        0.0003        0.0002        
500000.0000   -44.8942      -312.2878     387.7688      0.0004        -0.0002       -0.0002       
500000.0000   -470.2009     -3209.2349    -1603.0761    0.0001        0.0001        0.0001        
500000.0000   -1097.2829    2232.9129     -2572.9664    -0.0000       0.0000        0.0000        
500000.0000   431.9112      96.6546       232.9998      -0.0004       -0.0002       -0.0002       
500000.0000   -490.3201     1152.0157     164.8238      -0.0002       -0.0003       0.0000        
500000.0000   4399.7837     -389.5220     1622.1975     0.0001        0.0000        0.0001        
500000.0000   947.2536      540.9112      2011.6949     0.0001        -0.0004       -0.0001       
500000.0000   -1550.6236    521.9622      -331.5044     0.0004        -0.0002       0.0001        
500000.0000   1416.4758     364.5152      -22.2846      0.0001        0.0000        0.0000        
500000.0000   -36.6295      873.0809      1116.4030     -0.0004       -0.0002       0.0001        
500000.0000   -770.7274     -3574.3618    817.6447      -0.0002       0.0002        0.0000        
500000.0000   1451.5099     654.9675      -1483.3868    0.0001        0.0000        0.0004        
500000.0000   1277.9568     -250.3658     2804.2495     -0.0000       -0.0000       0.0001        
500000.0000   -80.0952      -1247.3154    361.9695      0.0001        0.0003        -0.0001       
500000.0000   27.7598       -295.1588     3143.2269     0.0002        0.0001        0.0000        
500000.0000   -446.2232     116.4711      -763.6038     -0.0001       -0.0000       -0.0004       
500000.0000   -1385.3241    -758.9298     -764.3080     -0.0002       0.0001        -0.0001       
500000.0000   306.7022      -832.9865     2431.2866     0.0001        0.0000        0.0002        
500000.0000   2751.0103     642.4974      -2035.7125    0.0003        0.0000        0.0000        
500000.0000   1576.9548     -526.5722     -211.7125     -0.0001       -0.0004       -0.0001       
500000.0000   -3508.9197    1794.1720     5670.1889     -0.0000       0.0002        0.0000        
500000.0000   -1107.8974    4079.2404     6213.3695     -0.0002       -0.0000       -0.0000       
500000.0000   521.9185      -84.3497      -862.5500     0.0001        -0.0003       0.0002        
500000.0000   -4235.7221    1591.7742     -1050.2456    0.0002        -0.0000       -0.0000       
500000.0000   -197.5234     89.2576       596.4892      0.0003        -0.0000       -0.0002       
500000.0000   -1864.4764    -17.3357      -100.8981     -0.0000       0.0000        0.0000        
500000.0000   -1679.9944    -1276.4796    -538.7492     0.0000        -0.0002       0.0001        
500000.0000   -240.1266     463.3528      -322.2217     -0.0001       0.0002        0.0002        
500000.0000   54264.4796    18269.0316    -34154.1156   -0.0000       -0.0001       0.0000        
500000.0000   37.6318       -2040.2586    -517.8497     0.0002        0.0002        0.0002        
500000.0000   -2630.4230    490.2438      -1517.2881    -0.0001       -0.0001       -0.0001       
500000.0000   1305.9535     -453.4503     -132.2448     -0.0001       -0.0002       -0.0002       
500000.0000   5149.9511     509.6516      2547.4655     -0.0000       -0.0002       0.0001        
500000.0000   -1934.4510    403.4690      -0.0735       0.0003        -0.0001       0.0002        
500000.0000   -289.5969     5577.1023     -4799.5663    0.0000        0.0001        0.0002        
500000.0000   -300.3186     -302.5776     -406.4128     -0.0001       0.0003        0.0001        
500000.0000   4263.9313     -3424.0747    2138.2053     0.0000        -0.0001       -0.0000       
500000.0000   1775.3597     131.2561      1606.5489     0.0004        0.0001        -0.0001       
500000.0000   2109.6766     1509.7531     453.5350      0.0004        0.0002        0.0000        
500000.0000   302.4035      72.4125       218.3734      0.0002        0.0000        -0.0001       
500000.0000   3947.9475     1033.6726     -5447.5153    -0.0001       0.0001        0.0001        
500000.0000   2017.0995     -412.8585     269.0385      -0.0001       -0.0003       0.0001        
500000.0000   -3419.4205    -3301.7561    -4518.3301    0.0001        0.0001        0.0001        
500000.0000   431.3718      3535.6094     -1375.9015    0.0001        0.0000        0.0001        
500000.0000   492.4163      -341.9619     600.5665      0.0000        0.0001        -0.0005       
500000.0000   120.0850      -1990.4750    -4219.9928    0.0001        0.0001        0.0001        
500000.0000   -36.0426      870.8384      -915.5764     -0.0001       -0.0001       -0.0002       
500000.0000   1249.1041     -725.5327     -1266.1082    -0.0001       -0.0002       -0.0003       
500000.0000   511.5767      -622.5286     -681.4509     -0.0003       0.0002        -0.0003       
500000.0000   298.2850      -421.8596     611.2929      0.0001        -0.0001       -0.0000       
500000.0000   -299.5932     673.0534      287.5698      -0.0000       -0.0003       0.0000        
500000.0000   2025.9353     -1618.4573    3517.3364     -0.0000       -0.0000       -0.0003       
500000.0000   384.6476      111.7269      -1451.2732    -0.0001       0.0001        0.0001        
500000.0000   -1931.3343    -365.3294     5353.7730     -0.0001       0.0000        0.0000        
500000.0000   -912.0608     -765.1368     153.2852      0.0004        0.0001        -0.0001       
500000.0000   358.9512      394.7690      40.5984       -0.0000       -0.0001       0.0002        
500000.0000   78.1138       374.8191      447.0430      -0.0000       -0.0002       -0.0001       
500000.0000   -1010.2140    1597.7862     2292.7659     0.0001        -0.0001       -0.0002       
500000.0000   408.7009      -362.4073     -1332.5062    0.0003        -0.0003       -0.0003       
500000.0000   -382.5881     -2722.0701    -1527.7930    -0.0000       -0.0002       0.0000        
500000.0000   -620.8586     -118.3126     300.8875      0.0001        -0.0001       0.0000        
500000.0000   -1980.3027    -2305.5213    3073.3036     -0.0001       0.0002        -0.0001       
500000.0000   1087.8825     1283.2187     712.8264      -0.0001       -0.0001       0.0001        
500000.0000   -1833.5137    -995.6487     2768.2322     0.0001        -0.0001       0.0002        
