index  r co          x co          y co          z co          spee          v co          w co          u co          Ener          
8370   1.1669        0.9838        0.1806        -0.6010       0.6569        0.2047        -0.3118       0.5407        -0.5423       
8371   0.9008        -0.8119       -0.3901       0.0090        0.5182        -0.2650       0.4439        0.0352        -0.7892       
8372   2.8847        2.4205        -1.5645       -0.1219       0.4108        -0.0036       0.3693        0.1799        -0.4004       
8373   0.7718        -0.2330       -0.5644       0.4720        1.0753        -0.2689       -0.3475       0.9815        0.0592        
8374   0.9141        -0.7604       0.3689        -0.3482       0.5999        0.3259        -0.4830       0.1428        -0.6937       
8375   1.3223        1.0902        0.7205        0.2018        0.9173        -0.5656       0.6541        -0.3061       -0.0841       
8376   1.4978        -0.8943       1.0987        0.4862        0.5364        -0.2896       0.4456        0.0731        -0.5853       
8377   2.7184        0.9886        -0.4632       2.4895        0.3949        -0.3337       -0.1935       0.0844        -0.4402       
8378   8.5875        -1.8594       -7.6774       -3.3683       0.3539        0.1185        0.0101        -0.3333       -0.0871       
8379   2.4031        1.3674        -1.4692       -1.3215       0.8040        -0.4383       0.6009        0.3054        -0.0068       
8380   0.8513        0.3400        0.7796        0.0356        0.7017        -0.2161       0.4292        -0.5113       -0.5807       
8381   2.7371        -1.4711       -1.1521       -2.0000       0.6585        0.2828        0.5584        -0.2044       -0.1594       
8382   0.3942        0.1328        0.0393        0.3691        1.1256        0.5265        -0.9922       -0.0721       0.0737        
8383   1.8577        -0.3750       -1.7989       0.2729        0.7303        -0.6775       -0.2201       -0.1609       -0.2417       
8384   2.5060        0.7507        1.9678        -1.3580       0.0867        -0.0676       -0.0544       0.0006        -0.6262       
8385   4.9335        -3.0107       3.8264        0.7961        0.5979        -0.5970       -0.0325       0.0054        -0.0014       
8386   4.3978        -1.5457       -4.0683       -0.6328       0.1067        -0.0590       0.0813        0.0358        -0.3869       
8387   0.8641        -0.7147       0.3734        0.3106        1.0849        -0.0529       0.3099        1.0384        0.1080        
8388   1.6506        0.5436        -1.4959       0.4370        0.4460        0.0795        0.2510        -0.3600       -0.6309       
8389   1.2093        -0.1596       0.3803        -1.1368       0.5998        0.4924        -0.3371       -0.0608       -0.6008       
8390   15.6985       -3.3255       -8.8708       12.5178       0.2726        -0.2609       -0.0609       -0.0506       -0.0430       
8391   1.6489        0.1348        1.2123        -1.1095       0.5811        0.2199        -0.3530       -0.4058       -0.4926       
8392   2.0651        1.7343        0.9995        -0.5076       0.7928        0.6730        -0.4103       -0.0848       -0.0967       
8393   1.0643        0.6178        0.4879        0.7162        0.8837        -0.6015       0.4498        0.4656        -0.2254       
8394   0.5758        0.0872        -0.4617       0.3328        0.6271        0.6121        -0.0423       0.1294        -0.7586       
8395   0.7893        0.3083        -0.7214       0.0865        0.8468        -0.5348       0.6550        -0.0451       -0.3747       
8396   0.8983        -0.5213       -0.7281       -0.0708       0.5161        -0.1097       0.4486        0.2305        -0.7921       
8397   1.4655        0.7844        -0.1226       -1.2318       0.7338        -0.6786       0.1637        0.2260        -0.3441       
8398   1.1729        0.9366        -0.6614       -0.2470       0.9466        -0.5195       -0.3056       -0.7300       -0.0759       
8399   21.3665       -4.7077       -19.1832      -8.1469       0.1044        -0.0878       -0.0261       -0.0500       -0.0755       
8400   0.9764        -0.4510       0.4123        -0.7615       0.8698        -0.7622       0.0384        -0.4174       -0.2775       
8401   1.0094        -0.6545       -0.4184       -0.6444       0.4157        -0.0476       0.2721        -0.3106       -0.8509       
8402   0.9206        0.1405        0.4637        0.7827        0.8160        -0.2218       -0.4923       -0.6119       -0.3857       
8403   1.7164        -0.3701       1.6754        -0.0457       0.5505        -0.4276       -0.2950       0.1822        -0.5089       
8404   1.7327        -0.1011       0.3737        1.6889        0.4270        -0.0776       -0.4128       0.0764        -0.6253       
8405   2.6307        2.6156        0.2781        -0.0404       0.6407        0.4802        -0.0160       0.4239        -0.2006       
8406   5.3764        -1.4905       0.8255        5.0993        0.0688        -0.0301       0.0382        0.0486        -0.3268       
8407   3.6657        -0.7631       1.1395        3.3995        0.4251        -0.1867       0.1462        0.3528        -0.2866       
8408   0.8590        -0.6081       -0.3249       0.5124        0.9225        0.7159        0.3533        -0.4623       -0.2196       
8409   3.7247        1.8861        -2.4722       -2.0505       0.4196        0.2120        -0.3288       -0.1516       -0.2848       
8410   2.5142        -0.4574       -1.2152       -2.1530       0.4933        0.1438        0.3561        -0.3096       -0.3888       
8411   2.8708        0.1422        -2.5693       1.2728        0.6615        0.2433        -0.6093       0.0844        -0.1338       
8412   0.4992        -0.3826       -0.0130       0.3203        0.4294        -0.0765       -0.3525       0.2331        -0.9863       
8413   0.8057        0.0681        -0.7061       0.3820        0.8933        0.3839        0.8062        0.0260        -0.2889       
8414   2.3354        -0.8940       -1.8392       -1.1278       0.6829        -0.1028       -0.5047       0.4485        -0.2004       
8415   14.7196       3.8344        9.7917        10.2999       0.1483        0.0444        -0.1083       0.0911        -0.1031       
8416   4.5737        -0.2955       -4.5564       0.2664        0.2941        0.2648        0.0658        0.1096        -0.2980       
8417   2.0614        -0.1811       -2.0533       0.0129        0.8284        0.4898        -0.6680       0.0081        -0.0397       
8418   1.0611        0.4970        -0.7968       0.4938        0.2837        0.2069        -0.1719       0.0903        -0.9268       
8419   1.3162        0.1858        0.1014        -1.2990       0.5265        0.4481        0.2764        -0.0044       -0.6502       
8420   1.5247        -0.1543       -0.8825       1.2338        0.1341        0.0510        0.0181        -0.1227       -0.8473       
8421   2.6019        -1.4129       -1.4104       -1.6687       0.7571        -0.3408       0.5849        0.3391        -0.0430       
8422   2.0715        0.7863        0.3975        -1.8748       0.4110        -0.2244       -0.0625       -0.3385       -0.5547       
8423   1.6383        -0.6167       1.4100        -0.5617       0.6495        -0.2061       -0.3224       0.5249        -0.4113       
8424   1.4168        -1.2868       -0.5599       -0.1951       0.6732        0.2581        -0.5738       -0.2394       -0.4437       
8425   2.2180        -1.7309       0.1879        1.3741        0.5208        -0.0566       0.0674        -0.5134       -0.4199       
8426   1.6042        0.2089        -1.2431       0.9923        0.3629        -0.1963       0.0998        -0.2884       -0.7110       
8427   5.0999        -1.0516       1.5831        4.7325        0.2628        -0.0082       0.0699        -0.2532       -0.2791       
8428   2.9910        0.3412        2.3221        -1.8540       0.6484        -0.0954       0.5136        0.3841        -0.1327       
8429   1.2974        -0.6439       -0.8584       0.7292        0.3723        0.3471        -0.0159       -0.1338       -0.7946       
8430   4.7188        -2.2024       -3.9078       1.4648        0.4589        -0.1965       0.4144        0.0151        -0.1632       
8431   7.5240        -7.3987       1.1030        -0.8074       0.4348        -0.0894       0.0896        0.4160        -0.0522       
8432   1.0386        0.0234        0.9957        0.2946        0.5747        0.5295        -0.0055       -0.2232       -0.6841       
8433   6.8864        -4.1365       -2.4820       4.9143        0.3298        0.1830        -0.2602       -0.0869       -0.1538       
8434   0.3230        0.2612        0.1856        -0.0406       1.1538        -1.0449       -0.4029       0.2777        0.1251        
8435   4.5356        -2.4778       3.6456        -1.0686       0.2925        -0.0502       0.2191        0.1871        -0.3019       
8436   1.7940        1.5947        -0.8178       -0.0803       0.2149        -0.1218       -0.1661       -0.0615       -0.7452       
8437   1.4983        0.4834        -1.0472       -0.9563       0.6387        0.0288        -0.1211       -0.6264       -0.4650       
8438   1.6239        0.1357        1.4918        -0.6271       0.6341        0.1691        0.5999        -0.1162       -0.4351       
8439   15.1538       -6.3949       -13.1786      3.8819        0.1757        -0.1580       -0.0479       0.0602        -0.0907       
8440   0.4210        -0.3923       0.1442        -0.0513       0.7451        -0.6271       0.1379        0.3780        -0.6327       
8441   2.3809        0.3154        -1.9673       1.3035        0.6982        0.0183        0.4157        0.5607        -0.1701       
8442   0.9917        -0.9835       0.0296        0.1232        0.7682        -0.0735       -0.5240       -0.5569       -0.4391       
8443   4.2224        3.0266        -2.9398       -0.1616       0.3036        0.2241        -0.1125       -0.1712       -0.3208       
8444   3.0065        -0.0519       2.0162        2.2296        0.4705        -0.1464       0.4322        0.1146        -0.3295       
8445   1.7857        1.4860        0.8411        -0.5227       0.5440        -0.3004       -0.2220       0.3955        -0.4976       
8446   1.0108        -0.0882       -0.8394       0.5562        0.9923        -0.4041       0.8585        0.2904        -0.0386       
8447   3.6096        -3.2657       -1.4287       0.5687        0.4770        -0.0046       -0.4416       -0.1803       -0.2460       
8448   1.4132        -0.9253       0.9409        -0.5056       0.4029        -0.0072       0.1408        -0.3774       -0.7357       
8449   6.7273        -3.2984       -0.8145       5.8063        0.3021        -0.0649       -0.2867       -0.0696       -0.1772       
8450   2.5443        0.9987        0.0074        2.3401        0.7897        -0.0344       -0.1449       0.7755        -0.0030       
8451   1.9266        1.8032        -0.5137       0.4432        0.7815        -0.1247       0.7689        -0.0626       -0.1473       
8452   2.8581        -2.2497       -1.7618       -0.0634       0.8167        -0.3359       0.1226        -0.7343       0.0937        
8453   1.8277        -1.6182       -0.4463       0.7230        0.7294        0.3401        -0.0986       -0.6377       -0.2507       
8454   0.9670        0.6065        0.6252        0.4200        0.3738        -0.0736       -0.1097       0.3497        -0.8972       
8455   2.9678        0.7297        -0.1155       2.8744        0.4081        -0.0191       0.0113        0.4075        -0.3900       
8456   1.8634        -1.6146       0.9206        -0.1331       0.2075        -0.0923       0.1125        -0.1479       -0.7306       
8457   1.4080        -0.2966       -1.3760       -0.0329       0.6448        0.3520        -0.4340       0.3217        -0.4838       
8458   2.5787        0.2628        -1.4316       -2.1286       0.6826        -0.2893       -0.4023       -0.4696       -0.1544       
8459   0.3359        0.3003        0.1506        -0.0031       0.9461        -0.1583       0.9115        -0.1980       -0.3089       
8460   0.9121        -0.3482       -0.8223       -0.1862       1.2309        1.0279        0.3504        0.5795        0.4610        
8461   2.1121        -0.6549       -0.8899       1.8001        0.4240        -0.3266       0.0363        0.2679        -0.5346       
8462   4.4140        2.2790        -3.7638       0.3512        0.4086        0.1156        -0.2900       0.2635        -0.2301       
8463   0.4305        0.0056        -0.4289       0.0370        0.8987        -0.7341       0.1892        -0.4827       -0.3782       
8464   1.6863        -1.4359       -0.6521       0.5969        0.5008        -0.2367       0.4166        0.1457        -0.5693       
8465   0.8287        -0.1611       0.5541        -0.5948       0.9759        0.6386        -0.3064       0.6713        -0.1276       
8466   14.4627       -8.2663       11.8526       0.5942        0.2946        0.1201        -0.2536       -0.0896       -0.0405       
8467   3.0822        0.3629        -3.0124       -0.5418       0.5682        0.1310        0.5327        -0.1477       -0.2171       
8468   4.2543        -1.1396       -2.4053       -3.3188       0.3939        0.1440        -0.2079       0.3020        -0.2551       
8469   1.3092        -0.0231       -0.1642       -1.2987       0.7689        -0.3608       -0.2811       0.6181        -0.3383       
8470   1.2610        -0.4452       -1.0283       0.5784        0.4349        0.4127        -0.1325       -0.0352       -0.7553       
8471   11.0838       -2.9808       10.3276       2.7027        0.2058        0.0371        0.1297        0.1554        -0.1231       
8472   0.4789        -0.3890       0.0689        -0.2706       0.9942        -0.4061       -0.0853       0.9035        -0.1869       
8473   2.1141        -0.9880       1.5979        0.9695        0.6244        0.1851        0.5115        0.3066        -0.3241       
8474   0.4028        0.3373        0.0050        -0.2201       0.4383        -0.2396       -0.1642       -0.3282       -0.9995       
8475   1.8553        1.1532        -1.3260       0.5949        0.5523        -0.3829       0.3770        0.1273        -0.4707       
8476   6.9869        3.4972        -5.6391       2.1880        0.2234        -0.1670       -0.0771       0.1268        -0.2091       
8477   2.1200        1.2388        1.2243        1.2087        0.6132        -0.4285       0.2945        0.3250        -0.3367       
8478   1.5402        -1.2694       -0.6074       -0.6260       0.6906        -0.5042       -0.0078       0.4718        -0.3840       
8479   1.4693        1.4659        -0.0398       0.0927        0.8671        -0.0332       -0.2916       -0.8160       -0.1295       
8480   2.4662        -1.0811       -1.1590       -1.8895       0.5728        0.0655        0.3064        -0.4795       -0.3131       
8481   1.7714        0.2035        1.2415        -1.2471       0.3272        -0.2248       -0.0901       -0.2200       -0.6903       
8482   11.9492       5.5570        7.9640        6.9626        0.2667        -0.0712       0.2546        0.0356        -0.0825       
8483   1.0339        -0.2753       0.0402        0.9958        0.8120        0.7375        0.1755        0.2909        -0.3565       
8484   4.3749        -1.9485       -2.2011       -3.2401       0.6248        0.1047        -0.5066       -0.3504       -0.0098       
8485   0.8130        -0.1738       -0.7318       -0.3085       0.5623        0.4134        0.1804        -0.3359       -0.7685       
8486   2.0894        1.1164        -1.7659       0.0306        0.7960        0.6132        -0.0539       0.5046        -0.0860       
8487   2.8668        1.6937        1.6677        1.6028        0.6222        -0.0902       -0.2958       0.5399        -0.1849       
8488   12.9908       7.1291        -10.6377      -2.1852       0.3272        -0.0201       -0.2869       -0.1560       -0.0345       
8489   3.1528        0.3290        1.2877        2.8590        0.4625        -0.4476       -0.0348       0.1115        -0.3161       
8490   3.6046        -0.3706       1.8460        3.0738        0.6102        0.4753        -0.3624       -0.1227       -0.1017       
8491   3.3231        -2.8346       1.3206        1.1243        0.4562        0.0976        -0.0496       0.4429        -0.2995       
8492   1.4658        1.3313        0.0684        0.6096        0.6073        -0.3894       -0.4095       -0.2226       -0.5136       
8493   1.4738        0.3637        1.2499        0.6911        0.1766        0.0809        0.0782        -0.1361       -0.8489       
8494   2.7654        0.6466        2.6283        -0.5673       0.5884        0.2551        -0.3678       0.3819        -0.2421       
8495   8.4371        -5.5767       2.4072        -5.8558       0.4974        -0.4246       -0.2063       -0.1570       0.0315        
8496   1.3010        0.7594        1.0563        0.0055        0.8200        -0.6400       -0.2521       -0.4463       -0.2597       
8497   1.3562        -0.3383       0.5950        1.1708        0.4082        -0.2977       -0.2632       -0.0933       -0.7486       
8498   0.7031        -0.2169       -0.3239       -0.5852       0.1617        -0.1531       0.0045        0.0517        -1.0910       
8499   1.3692        0.3292        -0.1011       -1.3252       0.6517        0.0114        -0.3529       0.5478        -0.4865       
8500   6.2559        -2.7919       -4.2223       -3.6762       0.4344        -0.2181       -0.1958       0.3206        -0.0990       
8501   98.5961       3.8592        13.8036       97.5487       0.0511        0.0134        0.0034        0.0492        -0.0162       
8502   1.0904        -1.0731       -0.1925       0.0174        1.0291        -0.1239       -0.5160       -0.8817       0.0610        
8503   7.4099        -5.1224       -4.6708       2.6174        0.4666        -0.4005       -0.1095       -0.2130       -0.0271       
8504   1.7413        -1.1280       0.0006        -1.3266       0.4356        -0.2051       0.2232        0.3128        -0.6155       
8505   1.9033        -1.2703       1.2778        0.6134        0.6509        0.1498        -0.4772       0.4166        -0.3400       
8506   2.1325        -1.8367       -0.8240       -0.7038       0.4746        0.3220        0.2556        0.2370        -0.4846       
8507   3.3084        -2.4612       0.4312        2.1685        0.5162        0.0245        -0.3834       0.3448        -0.2430       
8508   1.8842        -0.0346       1.0903        1.5363        0.4791        -0.4695       -0.0900       0.0326        -0.5389       
8509   0.7977        -0.3804       -0.3930       0.5807        0.2776        0.0868        0.2088        -0.1610       -1.0123       
8510   1.8531        0.7328        1.4792        0.8418        0.6852        -0.1710       0.0740        -0.6594       -0.3068       
8511   21.0204       -17.6309      10.9196       -3.4310       0.2113        0.1022        0.0224        0.1835        -0.0432       
8512   4.4796        1.4571        3.3316        2.6161        0.3035        0.0846        0.2257        0.1844        -0.2997       
8513   4.6116        1.5776        4.1562        1.2264        0.4064        0.3935        0.0175        0.1000        -0.2165       
8514   0.3065        -0.0671       -0.1005       -0.2817       0.7218        -0.1758       -0.3543       -0.6038       -0.6878       
8515   0.6667        -0.0361       -0.2787       -0.6046       0.8823        -0.6103       0.2947        0.5649        -0.3490       
8516   0.8532        -0.3184       0.6064        -0.5087       0.8777        -0.2992       0.2897        -0.7726       -0.3021       
8517   2.6821        -1.7178       -0.1158       -2.0565       0.5118        -0.4283       0.1968        -0.1993       -0.3403       
8518   7.7750        -0.0803       -5.5083       -5.4867       0.4476        -0.4197       -0.0951       0.1229        -0.0334       
8519   0.8458        0.3656        0.3812        -0.6606       0.9519        -0.1900       -0.1899       -0.9132       -0.1686       
8520   2.7714        -1.9742       1.9450        -0.0142       0.7050        -0.2176       -0.1056       -0.6622       -0.0903       
8521   0.8477        0.0536        0.8204        0.2064        1.0222        -0.6232       -0.5066       -0.6323       -0.0293       
8522   1.4321        -1.2810       -0.4958       0.4054        0.4875        0.0362        0.3102        0.3743        -0.6547       
8523   0.8128        -0.6386       -0.2806       -0.4173       0.3347        0.0016        -0.2045       0.2649        -0.9728       
8524   0.5666        -0.4886       -0.2299       -0.1716       0.4063        -0.1756       0.2961        0.2157        -0.9892       
8525   1.6832        -1.6008       0.5199        0.0200        0.5057        -0.2751       -0.1098       0.4099        -0.5651       
8526   1.1632        0.2778        -0.9944       0.5358        0.8166        -0.7819       0.2210        0.0820        -0.3082       
8527   2.6003        -2.5686       -0.3793       0.1412        0.7310        -0.6396       -0.2939       -0.1972       -0.0822       
8528   2.7275        0.3670        -2.3967       1.2491        0.4685        -0.2972       -0.1783       0.3152        -0.3750       
8529   2.7217        -2.4576       0.1818        -1.1554       0.5753        0.4883        -0.2713       -0.1379       -0.2645       
8530   0.5583        0.1857        -0.4139       0.3254        0.7230        0.6341        -0.1586       0.3090        -0.6336       
8531   8.2505        5.1073        -1.5886       -6.2819       0.1440        -0.0227       -0.0156       0.1413        -0.2000       
8532   2.9655        -1.0879       1.2015        2.4834        0.4710        -0.3830       0.0852        -0.2606       -0.3350       
8533   1.0600        -0.9199       -0.3884       -0.3558       0.6716        0.3956        0.5077        -0.1918       -0.5566       
8534   2.8985        0.7983        0.2610        2.7741        0.4924        -0.4127       0.2295        0.1394        -0.3246       
8535   1.0463        -0.8931       -0.0697       0.5407        0.9013        -0.1789       0.2723        -0.8403       -0.1996       
8536   1.6479        -1.0992       0.3864        1.1654        0.7323        -0.3896       0.0624        -0.6169       -0.2942       
8537   1.2158        0.1123        0.6512        -1.0205       0.7153        -0.7027       0.1287        0.0365        -0.4468       
8538   1.1735        -0.7349       0.8132        -0.4192       0.2686        -0.2452       0.0616        0.0905        -0.8996       
8539   0.9642        0.4936        -0.0515       0.8267        0.4811        -0.4088       0.2519        -0.0300       -0.8064       
8540   0.9609        -0.6668       -0.5942       -0.3544       1.2141        0.4386        0.5079        1.0118        0.4352        
8541   2.2732        -0.4970       0.0781        2.2168        0.3961        -0.2752       0.2742        -0.0768       -0.5227       
8542   1.7541        1.4679        0.9567        0.0840        0.2067        -0.1391       0.0845        0.1275        -0.7591       
8543   2.1943        1.5882        1.2530        0.8502        0.3552        -0.1442       -0.2065       0.2504        -0.5701       
8544   1.5671        -0.0720       -0.6343       1.4312        1.0409        0.3118        -0.9384       -0.3251       0.2303        
8545   0.6009        -0.1185       -0.5824       0.0890        0.4507        -0.4440       0.0678        -0.0370       -0.9422       
8546   0.6202        0.6159        -0.0698       -0.0207       0.8275        -0.6206       0.3443        -0.4256       -0.4554       
8547   0.6953        -0.5626       0.2023        -0.3548       0.7308        0.3373        -0.5559       -0.3335       -0.5853       
8548   2.0293        -0.5007       0.9850        -1.7022       0.3253        0.0044        0.2985        0.1292        -0.6276       
8549   1.5943        1.5786        -0.1253       -0.1845       0.2577        -0.0376       -0.1473       0.2080        -0.7791       
8550   1.5010        1.4287        0.4238        0.1797        0.4934        -0.3225       0.3734        -0.0047       -0.6287       
8551   1.2984        0.4624        0.2267        1.1919        0.2441        -0.1787       -0.1578       0.0521        -0.8733       
8552   1.2987        0.4837        -0.8027       0.8990        0.3903        0.3775        0.0826        -0.0554       -0.7804       
8553   2.4315        -2.3073       0.4203        -0.6418       0.7722        0.1548        0.0883        0.7514        -0.0515       
8554   4.5736        2.8830        3.5490        0.1029        0.3356        -0.0082       0.1436        -0.3032       -0.2719       
8555   4.6968        -4.4675       -1.3081       -0.6241       0.4828        -0.4101       -0.0389       0.2517        -0.1423       
8556   6.0421        4.1822        4.0977        1.4916        0.3504        0.1476        0.0725        0.3094        -0.1745       
8557   1.6428        -0.0050       -1.1126       -1.2087       0.5438        -0.1193       0.2113        -0.4866       -0.5363       
8558   2.4076        -1.5468       1.0841        -1.4930       0.5292        -0.1058       0.5141        0.0670        -0.3724       
8559   4.8838        -3.7449       -3.1198       0.3067        0.2299        0.0401        0.2238        0.0341        -0.3094       
8560   1.3212        -0.9330       0.3117        -0.8820       0.4071        0.2003        0.2566        0.2445        -0.7602       
8561   4.9109        -4.6060       1.0415        1.3479        0.1821        0.1622        0.0447        -0.0696       -0.3273       
8562   3.2539        -1.0291       1.9096        2.4254        0.5984        0.4570        -0.3558       0.1506        -0.1584       
8563   1.2730        0.2800        1.1702        0.4157        0.5608        -0.1841       0.5088        0.1476        -0.6262       
8564   2.8684        2.2431        1.7558        -0.3364       0.7371        -0.0500       -0.2641       0.6863        -0.0285       
8565   9.6040        5.3820        3.7903        -6.9931       0.3470        -0.1288       -0.0087       0.3220        -0.0700       
8566   1.5417        1.2377        0.5518        0.7351        0.4050        -0.2153       0.2818        0.1957        -0.6964       
8567   2.9659        -1.3792       1.6710        -2.0253       0.4113        0.3850        0.1445        -0.0093       -0.3876       
8568   6.6135        -4.8566       0.5920        4.4499        0.3618        0.0254        -0.3570       -0.0533       -0.1420       
8569   2.2905        -1.9957       0.0508        1.1229        0.3283        -0.3211       -0.0417       0.0539        -0.5682       
8570   0.9552        -0.4437       -0.3545       -0.7680       0.6020        -0.2905       0.5255        -0.0441       -0.6783       
8571   1.2282        -0.8413       -0.5596       0.6983        0.6095        -0.4706       0.2385        -0.3052       -0.5831       
8572   0.7253        0.0245        0.6409        -0.3388       0.5028        0.1772        -0.0264       -0.4698       -0.8579       
8573   3.6683        -2.7568       -1.9393       1.4476        0.5786        -0.2122       0.1917        -0.5029       -0.1322       
8574   1.2072        0.9517        -0.5372       0.5129        0.6633        0.2681        -0.3151       0.5184        -0.5212       
8575   2.9178        2.3462        1.5059        -0.8609       0.2231        0.1603        0.0207        0.1538        -0.5143       
8576   1.0548        -0.1607       -0.2366       1.0153        0.1966        0.1107        0.0901        -0.1352       -0.9706       
8577   2.8295        -0.6969       0.6823        -2.6561       0.6432        0.1308        -0.1185       0.6185        -0.1641       
8578   1.9000        0.2417        -1.8455       -0.3820       0.6918        -0.5529       0.1131        -0.4001       -0.2859       
8579   1.4951        -0.5774       0.0655        1.3776        0.8567        0.2974        -0.6965       0.4005        -0.1399       
8580   1.4528        0.6250        0.5897        1.1714        0.3090        0.3052        0.0412        0.0246        -0.7908       
8581   2.3314        -0.4256       -2.2869       0.1559        0.2257        0.0009        0.0992        -0.2027       -0.6167       
8582   2.6305        0.7940        -1.0769       -2.2648       0.7682        -0.1517       -0.5369       -0.5281       -0.0210       
8583   0.6404        -0.2852       0.0906        0.5663        0.8254        -0.7865       0.1875        0.1660        -0.4535       
8584   1.7196        -1.3808       0.8873        -0.5128       0.5245        0.0140        0.4003        0.3386        -0.5360       
8585   0.9781        0.2141        0.6862        -0.6633       0.5754        0.1808        -0.2315       0.4948        -0.7024       
8586   0.5933        0.0023        -0.5901       -0.0620       0.7002        -0.0912       0.2869        -0.6322       -0.6570       
8587   1.8203        -0.6292       -1.4541       -0.8962       0.6488        -0.1969       0.5106        0.3485        -0.3637       
8588   4.3962        3.4193        -0.5655       -2.7047       0.6468        0.0679        -0.3384       0.5470        0.0199        
8589   5.0900        0.4199        -4.2044       2.8381        0.4740        -0.0493       0.4172        -0.2195       -0.1241       
8590   1.3960        0.8707        -0.4052       1.0133        0.6210        0.4236        -0.0404       -0.4524       -0.5175       
8591   1.7656        -1.0183       1.3274        0.5644        0.4299        -0.2201       0.3623        -0.0717       -0.6140       
8592   1.8267        -0.9451       -0.5388       1.4674        0.7707        0.6880        -0.2845       0.1994        -0.1890       
8593   1.2373        0.5919        0.8069        0.7276        0.8435        -0.0330       0.5658        0.6247        -0.2403       
8594   0.9743        -0.5514       0.8032        -0.0092       0.7218        0.6808        0.1091        0.2135        -0.5137       
8595   2.6907        0.5715        -2.6265       -0.1225       0.3827        0.1187        -0.3323       0.1482        -0.4543       
8596   1.3819        0.5562        1.2212        -0.3298       0.5015        0.1746        0.0375        0.4686        -0.6560       
8597   1.7582        -0.1264       1.5735        -0.7743       0.7128        -0.5551       0.4383        -0.0884       -0.2927       
8598   2.2005        0.3211        2.1704        -0.1685       0.5049        0.4906        0.0147        0.1182        -0.4400       
8599   3.5785        1.4456        1.9003        -2.6654       0.7480        0.0048        -0.0833       0.7433        0.0825        
8600   2.0908        -1.9004       0.7342        -0.4703       0.9235        -0.7659       -0.3032       0.4175        0.1337        
8601   1.7085        -1.3071       1.0329        0.3791        0.5242        0.4983        0.1235        -0.1057       -0.5392       
8602   1.6430        -1.4338       0.3042        0.7425        0.7881        -0.6129       -0.0160       -0.4951       -0.2108       
8603   1.1949        0.7526        -0.7651       0.5254        0.4141        0.4131        -0.0026       -0.0278       -0.7936       
8604   5.9170        2.1834        5.1383        -1.9600       0.4648        -0.3041       -0.1353       0.3244        -0.0872       
8605   2.4190        -0.7523       1.0797        -2.0298       0.1731        0.1656        -0.0218       -0.0456       -0.6202       
8606   2.0083        -1.5830       -0.3507       1.1851        0.9654        -0.5435       0.1144        0.7897        0.1937        
8607   1.5662        -1.1529       0.7602        -0.7390       0.8327        -0.3875       0.7114        0.1927        -0.1600       
8608   2.3615        -1.9574       1.0709        0.7737        0.3456        -0.1647       -0.2773       -0.1240       -0.5421       
8609   1.1054        0.8234        0.0861        0.7324        0.8644        0.3561        -0.7416       0.2656        -0.2460       
8610   1.4327        -0.2106       -0.1314       1.4110        0.3120        -0.2261       0.1094        -0.1851       -0.7949       
8611   0.4354        -0.0329       -0.1413       -0.4105       0.5932        -0.5444       -0.0782       0.2222        -0.8330       
8612   6.8835        5.5919        0.7231        3.9485        0.1639        0.0335        -0.1604       0.0005        -0.2358       
8613   0.6717        0.5122        0.3382        -0.2728       0.5377        -0.2028       -0.3059       0.3930        -0.8369       
8614   4.2443        2.4852        2.9048        -1.8439       0.3329        -0.1918       0.1726        -0.2104       -0.3003       
8615   7.6764        -5.6333       3.9207        3.4382        0.3566        -0.2232       0.1914        0.2017        -0.1095       
8616   4.3933        2.5583        -3.2378       1.5076        0.4996        0.1761        0.4618        -0.0729       -0.1491       
8617   2.1297        0.8571        0.5973        1.8558        0.5610        -0.2740       -0.3524       -0.3398       -0.3957       
8618   3.3572        3.1973        -0.5033       -0.8916       0.5948        -0.0106       0.4169        0.4241        -0.1496       
8619   2.0515        -1.9941       -0.1803       -0.4471       0.2039        -0.0469       0.1670        -0.1071       -0.6866       
8620   3.7147        -2.6514       -2.0155       1.6453        0.6418        -0.2501       0.2623        -0.5297       -0.0500       
8621   0.4278        -0.1234       0.2203        -0.3454       0.7265        0.1371        -0.2565       -0.6658       -0.6586       
8622   1.6490        1.4800        -0.1679       0.7075        0.7116        -0.2005       0.1945        -0.6545       -0.3238       
8623   1.3380        -0.8499       -0.9973       -0.2705       0.6894        -0.4549       0.5077        -0.1029       -0.4454       
8624   0.5295        -0.0449       -0.4823       -0.2139       0.5929        -0.2229       0.3965        0.3802        -0.8120       
8625   1.3273        -0.4574       -0.2988       1.2097        0.2533        0.0927        0.2009        0.1234        -0.8598       
8626   2.4637        1.3347        -1.9966       -0.5496       0.5552        -0.4420       -0.1561       -0.2975       -0.3333       
8627   1.5344        -0.2392       -0.7366       -1.3246       0.5661        -0.0910       -0.3837       -0.4062       -0.5420       
8628   2.8899        0.1220        1.9860        2.0957        0.5691        0.4102        -0.3333       0.2110        -0.2445       
8629   1.2904        0.7410        0.5824        0.8813        1.0892        0.4631        -0.9836       0.0662        0.2510        
8630   1.2895        0.0822        -1.0465       -0.7490       0.3069        0.1724        -0.2147       0.1355        -0.8415       
8631   1.3564        0.5280        -1.1481       -0.4930       0.7889        -0.1541       -0.7102       0.3070        -0.2927       
8632   6.6394        -1.2791       -6.4449       -0.9528       0.5902        0.2280        -0.4980       -0.2198       0.0764        
