index  r co          x co          y co          z co          spee          v co          w co          u co          Ener          
6181   4.2174        2.1479        2.7516        -2.3668       0.3920        -0.1372       0.0158        -0.3669       -0.2598       
6182   0.9448        0.9076        0.2323        -0.1220       0.9693        -0.8604       0.1945        -0.4018       -0.1045       
6183   1.4324        1.1413        -0.0666       -0.8630       0.5293        -0.4287       -0.1356       -0.2794       -0.6121       
6184   2.6540        0.4346        1.7538        1.9439        0.3545        0.2967        0.0183        0.1932        -0.4814       
6185   4.3401        -3.5702       -2.2421       -1.0309       0.4775        -0.3082       0.3379        -0.1374       -0.1750       
6186   2.6728        -1.2651       1.6514        1.6782        0.4252        0.1524        0.3409        0.2034        -0.4230       
6187   1.6996        -0.1738       -1.4025       -0.9441       0.7828        -0.7112       0.3135        0.0932        -0.2036       
6188   6.7914        -2.3686       2.8635        -5.6845       0.3377        0.2683        -0.0042       0.2050        -0.1520       
6189   2.7721        -2.5590       -0.0035       -1.0659       0.6876        -0.3374       -0.0478       0.5972        -0.1143       
6190   2.6826        2.6476        0.2886        -0.3217       0.3970        0.3198        0.1940        0.1330        -0.4445       
6191   9.5994        -9.0794       0.7440        3.0263        0.4538        0.2509        0.0858        0.3682        0.0154        
6192   3.1529        -2.5040       -1.8527       0.4879        0.3023        -0.1157       -0.1436       -0.2396       -0.4387       
6193   6.1697        0.4958        5.8423        -1.9202       0.3645        0.0114        0.3618        -0.0431       -0.1586       
6194   1.8475        -1.8332       -0.2294       -0.0051       0.3722        -0.1607       -0.0531       -0.3315       -0.6392       
6195   7.5000        -2.5289       6.6042        -2.4978       0.2543        0.0394        0.1573        -0.1959       -0.1773       
6196   2.1898        0.5926        2.0834        -0.3217       0.4410        -0.0300       0.4389        0.0299        -0.5028       
6197   7.8027        -0.5407       -7.1118       -3.1643       0.1096        -0.0654       0.0871        -0.0116       -0.2209       
6198   2.3619        1.3391        -1.7221       0.9053        0.2586        -0.1367       -0.1057       -0.1925       -0.5946       
6199   1.9154        -1.7193       0.2939        -0.7914       0.5366        0.4377        0.3102        -0.0102       -0.4728       
6200   0.6714        0.0301        -0.0195       -0.6704       0.8907        0.8610        0.1925        0.1223        -0.3328       
6201   1.0477        -0.4983       0.9063        0.1676        0.7290        0.6763        -0.2374       0.1330        -0.4801       
6202   0.6431        -0.2643       -0.2760       0.5173        0.4099        0.3734        -0.1612       -0.0506       -0.9660       
6203   1.2437        -0.9160       -0.6345       -0.5525       0.5439        0.2011        0.3373        -0.3763       -0.6539       
6204   2.7039        -2.0584       -1.6956       0.4463        0.5684        0.5404        0.1298        -0.1191       -0.2755       
6205   1.1474        -0.1386       0.8970        0.7020        0.5587        0.1459        -0.4051       0.3560        -0.6678       
6206   6.5269        1.8612        2.9226        -5.5313       0.4120        0.4119        -0.0093       -0.0020       -0.1066       
6207   1.8457        1.5278        -0.2629       -1.0016       0.3114        -0.1506       -0.0547       0.2670        -0.6812       
6208   2.7183        2.1625        0.0948        1.6443        0.4571        -0.2770       0.3499        0.0988        -0.3871       
6209   0.1757        0.1666        -0.0015       0.0557        1.1040        -0.6443       -0.6679       -0.5980       -0.0065       
6210   0.6474        0.0979        0.2266        -0.5985       0.3885        -0.3808       0.0499        -0.0591       -0.9818       
6211   1.2029        0.2887        -1.1469       0.2196        0.5701        -0.0018       0.5211        0.2311        -0.6376       
6212   2.2523        0.6737        1.9206        -0.9645       0.6825        -0.3658       -0.5642       -0.1169       -0.2181       
6213   7.1414        3.8448        1.0463        -5.9263       0.2346        0.1314        0.1070        -0.1623       -0.1986       
6214   2.1342        -1.2523       -1.7184       0.1831        0.4470        0.3525        0.1773        0.2100        -0.5097       
6215   2.7517        0.2850        1.0405        -2.5314       0.7343        -0.2845       -0.6191       0.2738        -0.0514       
6216   0.8508        0.0849        -0.3763       0.7583        0.9465        0.7795        0.5290        0.0914        -0.1774       
6217   4.2836        0.7571        -4.1052       -0.9611       0.2690        0.2004        -0.1615       0.0782        -0.3354       
6218   2.5338        -1.2585       0.0598        2.1984        0.5072        -0.0347       0.0824        0.4993        -0.3712       
6219   6.7757        4.7644        3.8941        2.8366        0.3207        -0.1777       -0.2488       -0.0969       -0.1638       
6220   1.3891        -1.3200       0.4327        -0.0002       0.5372        0.4668        0.2205        0.1486        -0.6167       
6221   0.6341        0.1367        0.5340        -0.3135       0.7203        -0.4978       0.5174        0.0579        -0.6176       
6222   4.3544        1.6155        -2.3959       3.2573        0.6949        -0.2802       -0.1677       -0.6134       0.0810        
6223   0.2926        0.2647        0.0122        0.1241        0.7470        -0.6720       -0.2658       0.1892        -0.6530       
6224   2.7461        -1.5164       1.0276        2.0459        0.4763        -0.3298       0.2786        0.2012        -0.3646       
6225   2.8515        2.7699        0.6770        -0.0129       0.8063        0.6911        0.4059        0.0873        0.0756        
6226   15.1923       14.8135       -0.1457       3.3683        0.3042        -0.1630       0.1983        -0.1633       -0.0287       
6227   3.2746        1.9956        1.5448        2.0865        0.5183        0.0204        0.4590        0.2399        -0.2452       
6228   6.1353        -0.3921       4.8030        -3.7972       0.1262        -0.0363       0.0635        -0.1029       -0.2771       
6229   0.5348        0.2621        0.1216        0.4501        1.0473        0.6744        -0.7523       -0.2759       -0.0653       
6230   0.7715        -0.2636       0.1522        0.7090        0.4669        -0.2012       -0.3611       -0.2172       -0.8792       
6231   2.6975        1.5985        1.7065        1.3451        0.5979        0.0977        0.4260        -0.4080       -0.2421       
6232   0.8423        -0.5759       -0.5941       0.1572        0.2662        0.2351        -0.1248       -0.0009       -1.0049       
6233   0.6993        0.6378        -0.2638       0.1125        0.6276        -0.0523       0.3145        -0.5406       -0.7244       
6234   1.4043        -1.2863       -0.3164       -0.4664       0.2210        -0.1883       -0.0443       0.1070        -0.8518       
6235   1.5081        -0.9656       0.9270        -0.6949       0.3704        -0.0696       -0.3249       0.1638        -0.7329       
6236   2.5997        -0.8464       -1.5508       1.9071        0.6977        0.3094        0.5757        0.2442        -0.1298       
6237   2.8188        -1.0063       -2.2115       -1.4291       0.9116        -0.7763       0.3010        -0.3714       0.2515        
6238   1.5447        0.7145        0.2686        1.3429        0.2888        0.2069        -0.1466       0.1382        -0.7762       
6239   0.3924        0.1152        -0.2201       -0.3037       1.1185        -0.6031       -0.7653       0.5492        0.0574        
6240   11.1596       -10.4261      -3.3586       -2.1341       0.3814        -0.3332       0.1811        -0.0408       -0.0189       
6241   0.8890        -0.3909       -0.7114       0.3624        1.2606        -1.2413       0.2188        0.0167        0.5276        
6242   4.8787        2.6438        -3.7492       1.6603        0.6728        0.3045        -0.0964       0.5921        0.0901        
6243   6.5715        6.2148        1.9806        0.7988        0.2854        0.0701        -0.0102       -0.2765       -0.1931       
6244   0.7366        -0.5311       -0.3511       0.3705        0.9280        0.0940        -0.5732       0.7238        -0.2462       
6245   1.5137        -0.9739       0.4305        -1.0759       0.6837        -0.3813       -0.0410       -0.5660       -0.4010       
6246   3.4832        -0.7472       -0.9443       -3.2684       0.5662        0.3264        0.1776        -0.4272       -0.1674       
6247   2.6977        -2.1295       0.2443        -1.6379       0.7047        0.0044        -0.3034       -0.6360       -0.1030       
6248   1.8693        0.1991        1.4040        -1.2180       0.9275        0.7249        0.3450        -0.4645       0.0880        
6249   4.6301        4.1516        -0.4148       2.0075        0.4860        -0.1381       -0.0820       0.4587        -0.1441       
6250   11.5523       -10.3400      4.4534        2.5897        0.1802        -0.0377       0.1456        -0.0993       -0.1264       
6251   13.1860       -5.9379       -7.5567       -9.0282       0.1558        -0.0734       -0.0015       -0.1374       -0.1152       
6252   0.9901        0.3950        -0.8486       -0.3227       0.5793        -0.2533       -0.5166       0.0677        -0.6941       
6253   0.8290        -0.5436       -0.2816       -0.5591       0.6056        0.2432        0.1445        0.5355        -0.7131       
6254   6.8805        -5.3358       2.1568        3.7707        0.1831        -0.0530       0.1502        0.0902        -0.2293       
6255   1.3762        0.8080        -0.7025       -0.8647       0.8162        0.0483        0.6851        0.4410        -0.2430       
6256   1.1691        1.0025        0.5946        0.0912        0.3247        0.1911        -0.2359       -0.1151       -0.8677       
6257   3.4981        2.9590        1.7214        -0.7195       0.3317        0.3228        -0.0763       -0.0038       -0.3762       
6258   1.9101        1.2238        1.4414        0.2704        0.6501        -0.1459       -0.3689       -0.5150       -0.3394       
6259   4.8374        -2.8635       -3.0167       2.4699        0.1310        0.0896        0.0879        -0.0374       -0.3483       
6260   4.7264        4.0020        2.5145        -0.0068       0.4050        -0.0124       -0.2245       0.3369        -0.2092       
6261   6.3146        -2.0344       -1.6657       -5.7411       0.2120        -0.1024       0.0058        0.1855        -0.2402       
6262   0.8731        0.0763        -0.2891       0.8203        0.5433        0.3874        -0.3558       -0.1360       -0.7711       
6263   3.8942        -2.8668       0.5816        -2.5707       0.3651        0.0255        -0.3344       0.1442        -0.3102       
6264   3.4035        -2.0055       2.0972        1.7786        0.2519        0.2466        0.0006        -0.0515       -0.4341       
6265   8.0014        5.0174        -1.9077       -5.9337       0.5239        -0.2808       -0.2670       -0.3526       0.0472        
6266   2.5619        -0.5439       1.5715        -1.9488       0.6828        0.5864        0.0440        0.3471        -0.1572       
6267   0.7420        -0.4598       -0.5511       -0.1880       0.4262        0.3416        0.2546        0.0117        -0.9243       
6268   1.7865        -0.6299       0.0665        -1.6705       0.8083        -0.4383       -0.0046       -0.6792       -0.1400       
6269   1.0544        -0.7087       0.7721        0.1159        0.5182        0.0074        -0.4925       0.1609        -0.7409       
6270   0.7168        -0.4715       -0.4364       0.3179        0.5562        -0.5048       0.2267        0.0558        -0.8039       
6271   2.9596        2.6137        -0.5191       -1.2879       0.5249        -0.1545       0.4843        0.1305        -0.2823       
6272   1.3628        0.2164        -0.2335       1.3251        0.5193        -0.1898       0.0127        -0.4832       -0.6436       
6273   0.5363        0.2088        -0.4290       0.2450        0.6263        0.3643        0.4781        0.1759        -0.7695       
6274   1.6479        0.7347        0.9748        -1.1070       0.4623        -0.2451       0.3851        0.0732        -0.6168       
6275   18.3082       11.0858       -11.0271      9.5236        0.2450        -0.0145       0.2433        -0.0247       -0.0407       
6276   2.6294        -1.9785       -1.4052       1.0124        0.5798        0.0276        -0.4527       0.3612        -0.2752       
6277   1.2202        -0.1322       0.6146        -1.0458       0.7165        -0.2020       0.6769        -0.1194       -0.4438       
6278   3.1941        -0.0098       -1.0935       3.0010        0.5508        0.0610        -0.5381       -0.1005       -0.2211       
6279   1.3982        0.8541        -0.2246       -1.0840       0.7302        0.4531        0.4403        0.3662        -0.3693       
6280   1.3255        0.8117        0.1665        -1.0346       0.4113        -0.0824       -0.3790       -0.1369       -0.7554       
6281   1.1222        -0.9448       -0.4067       0.4485        0.5716        0.1023        -0.5117       -0.2333       -0.6612       
6282   1.8984        -1.7136       0.3893        -0.7184       0.2865        0.2813        0.0088        0.0535        -0.6828       
6283   2.5495        1.5847        1.2736        -1.5383       0.7590        -0.1333       0.3269        0.6719        -0.0496       
6284   0.7436        -0.0924       0.6857        0.2724        0.3408        0.0819        -0.2437       -0.2237       -0.9893       
6285   2.2574        1.3196        -1.7975       0.3511        0.4625        -0.2881       0.1989        0.3023        -0.4689       
6286   0.6341        0.4224        0.3516        -0.3164       0.4313        -0.1812       0.1461        0.3630        -0.9504       
6287   0.5238        -0.5131       -0.0834       0.0646        0.9090        -0.5991       0.4181        0.5409        -0.3385       
6288   8.1526        -1.2986       -8.0109       -0.7769       0.2642        0.1869        0.1867        0.0044        -0.1534       
6289   2.0336        -1.9935       -0.3963       -0.0670       0.4842        -0.0288       0.2124        -0.4342       -0.4980       
6290   4.6419        2.5137        -3.9000       -0.1378       0.2434        -0.2381       0.0005        -0.0507       -0.3201       
6291   13.6094       -5.3525       7.2626        10.1893       0.3058        0.2437        -0.1547       -0.1010       -0.0417       
6292   1.6948        -1.0718       0.2811        -1.2824       0.8519        0.2483        -0.8104       0.0853        -0.0921       
6293   3.7407        -3.6857       0.5117        -0.3829       0.2972        0.0406        -0.2930       0.0291        -0.3709       
6294   1.0832        -0.9784       0.4552        -0.0944       0.7273        0.0121        0.5130        -0.5154       -0.4713       
6295   0.9928        -0.9023       0.4143        0.0032        0.9134        0.5728        -0.1754       -0.6895       -0.1945       
6296   3.6363        -0.1029       0.9050        3.5203        0.6476        0.0865        -0.4914       -0.4128       -0.0512       
6297   3.4952        0.5708        -3.3012       0.9965        0.4996        0.0093        0.3952        0.3056        -0.2369       
6298   4.1450        -0.5736       -0.2988       -4.0943       0.4290        -0.2525       0.2811        0.2033        -0.2358       
6299   1.2473        0.6859        0.6936        0.7773        0.7032        -0.5670       -0.4127       -0.0523       -0.4542       
6300   3.2612        -2.8556       -0.2048       1.5616        0.1090        0.0263        -0.0436       -0.0963       -0.5037       
6301   9.8665        -3.3573       4.5283        8.0975        0.2395        0.1748        -0.1613       0.0280        -0.1281       
6302   1.5942        -0.5511       -1.4701       0.2766        0.7162        -0.5366       -0.3927       -0.2663       -0.3325       
6303   2.4951        -2.3466       0.4458        -0.7215       0.4115        -0.2560       -0.1898       0.2602        -0.4664       
6304   1.9633        -1.4686       -0.7656       -1.0544       0.8153        -0.3270       0.7170        -0.2091       -0.0843       
6305   2.3497        1.3778        0.4739        -1.8435       0.3197        -0.0414       0.2287        0.2195        -0.5617       
6306   1.1770        -1.0382       -0.1388       -0.5368       0.4936        -0.0400       0.2983        0.3912        -0.7271       
6307   0.9313        -0.5097       0.7139        -0.3128       0.7836        0.1744        0.4310        0.6307        -0.4342       
6308   0.9901        0.7898        0.0116        -0.5969       0.6561        0.2573        -0.2966       -0.5257       -0.5992       
6309   2.0153        1.9035        -0.6355       0.1851        0.8340        -0.6511       0.4515        -0.2605       -0.0411       
6310   1.3038        1.1982        0.0203        -0.5135       0.9319        0.3017        0.7471        -0.4682       -0.0627       
6311   5.2390        3.3220        -3.8665       -1.2087       0.4668        0.1572        -0.4395       -0.0034       -0.1217       
6312   1.6104        1.2065        -0.4524       0.9658        0.1423        -0.0237       0.0304        0.1369        -0.8207       
6313   5.9430        1.0089        -3.7445       -4.5033       0.4149        0.0302        -0.3591       -0.2057       -0.1298       
6314   3.4475        -2.2898       1.2138        -2.2735       0.4053        -0.0406       -0.1938       -0.3536       -0.3280       
6315   2.0875        -1.4118       0.0809        1.5356        0.5365        0.4040        0.2331        -0.2651       -0.4321       
6316   1.1628        0.1268        0.0292        -1.1555       0.9175        0.0745        -0.2001       -0.8924       -0.1333       
6317   2.9652        2.6395        0.6339        1.1933        0.4380        -0.1645       -0.1698       0.3687        -0.3651       
6318   1.3787        -0.9287       0.4800        -0.8990       0.9527        -0.4566       0.8250        -0.1367       -0.0007       
6319   0.8978        0.4194        -0.0502       0.7922        0.6405        -0.2657       0.2259        0.5372        -0.6485       
6320   3.6454        3.4464        -0.7840       -0.8927       0.3505        0.2332        0.0693        0.2524        -0.3466       
6321   0.7720        0.0954        0.4697        0.6052        0.5237        0.4213        -0.3067       0.0528        -0.8228       
6322   0.2567        0.2379        -0.0860       -0.0437       0.6939        0.4434        0.3214        -0.4261       -0.7346       
6323   1.8094        -0.5819       0.9667        -1.4145       0.7074        -0.1765       0.1244        -0.6736       -0.2870       
6324   0.4730        0.4153        -0.1585       -0.1616       1.1008        -0.3376       -0.3402       0.9910        0.0351        
6325   0.9580        0.6383        -0.5112       0.4990        0.5209        -0.2871       0.1990        -0.3864       -0.7684       
6326   2.2314        -1.0409       -0.5812       -1.8863       0.7220        -0.6998       -0.1705       0.0495        -0.1671       
6327   1.7276        1.1487        1.1523        -0.5807       0.4579        -0.0234       -0.3140       -0.3325       -0.5992       
6328   1.0381        -0.4203       -0.7328       -0.6033       0.6037        0.4706        0.2801        -0.2541       -0.6501       
6329   4.3361        -1.3642       -3.4477       2.2482        0.2620        -0.1876       0.0145        0.1824        -0.3347       
6330   2.3677        0.7515        -0.8428       2.0811        0.6493        0.3400        0.2333        0.5016        -0.2387       
6331   1.6502        -0.2247       1.2147        -1.0942       0.9877        0.0413        -0.4403       0.8832        0.1457        
6332   3.0442        -2.7683       -1.0394       -0.7232       0.7196        -0.1241       -0.3630       0.6089        -0.0275       
6333   3.4008        2.0236        -2.2961       1.4828        0.2026        -0.1997       0.0284        0.0194        -0.4569       
6334   2.1946        1.0485        1.9248        -0.1090       0.4652        -0.2794       0.1243        0.3506        -0.4798       
6335   1.9816        -0.9174       -1.4373       1.0097        0.8140        0.7911        -0.1415       0.1294        -0.0820       
6336   1.2811        -0.0282       1.2014        -0.4437       0.4524        0.3371        0.2765        0.1208        -0.7336       
6337   1.3867        -0.9712       -0.9741       0.1755        0.8282        -0.6346       0.0648        0.5282        -0.2201       
6338   7.7347        0.1626        -0.3018       -7.7271       0.4203        -0.3534       0.0710        0.2161        -0.0583       
6339   2.0808        0.9949        0.6409        1.7115        0.8337        -0.5122       0.1085        -0.6488       -0.0265       
6340   3.5467        1.1070        -3.3546       -0.3168       0.7371        -0.6843       -0.1924       -0.1950       0.0627        
6341   3.7435        1.0321        1.7887        -3.1223       0.4563        0.2471        -0.3692       -0.1045       -0.2507       
6342   9.0223        -1.2220       0.8333        -8.9002       0.4160        0.3046        -0.2826       -0.0197       -0.0293       
6343   1.1508        1.0383        0.4187        0.2663        0.2827        -0.2441       0.1140        0.0858        -0.8990       
6344   1.0192        -0.9553       -0.3479       -0.0719       0.5173        0.3868        0.2469        0.2389        -0.7529       
6345   0.7265        0.3153        -0.6461       0.1044        0.4638        0.1283        0.4448        0.0281        -0.8953       
6346   3.1499        0.2228        0.8446        -3.0263       0.4533        -0.1791       -0.4126       -0.0563       -0.3250       
6347   1.3737        0.3602        0.3818        1.2695        0.5480        0.4053        -0.1723       0.3261        -0.6096       
6348   3.0663        -0.4282       2.0435        -2.2457       0.3740        0.3293        0.1771        -0.0077       -0.4023       
6349   1.6290        0.3982        1.5236        -0.4166       0.6191        0.4673        0.0454        -0.4034       -0.4525       
6350   0.4099        0.1174        -0.3364       0.2028        0.2537        0.0436        -0.0025       -0.2499       -1.1258       
6351   1.2052        -0.9269       -0.6987       -0.3244       0.3185        -0.0988       0.2903        -0.0862       -0.8604       
6352   0.7960        0.1277        -0.7172       -0.3209       0.6506        -0.2250       -0.5882       -0.1635       -0.6665       
6353   9.5448        5.6264        4.8574        5.9877        0.2026        0.1430        0.0543        0.1329        -0.1505       
6354   1.5443        -1.0042       -1.1508       -0.2280       0.3546        -0.1111       0.3197        -0.1057       -0.7339       
6355   1.9177        -0.2011       -1.7701       -0.7098       0.6903        -0.6893       -0.0332       -0.0139       -0.2837       
6356   4.3543        1.1963        2.8873        -3.0318       0.5575        -0.5187       0.2042        0.0089        -0.0910       
6357   2.1845        -1.0424       0.8785        -1.7069       0.4748        -0.3706       -0.1510       0.2557        -0.4729       
6358   3.3430        -1.5381       2.6076        1.4179        0.4468        -0.2447       -0.0224       0.3732        -0.3055       
6359   2.2658        -1.8562       0.8499        0.9829        0.3811        -0.0302       0.1678        -0.3408       -0.5358       
6360   1.8172        -0.5870       0.7918        1.5267        0.9440        0.6130        0.3731        -0.6133       0.1056        
6361   1.2371        0.8346        0.8642        -0.2950       0.7124        0.5265        0.3987        0.2671        -0.4444       
6362   0.6615        -0.1820       0.0428        -0.6345       0.6018        -0.2711       0.0203        0.5369        -0.7667       
6363   1.4390        0.1793        0.6753        1.2580        0.4497        -0.2547       -0.3629       0.0751        -0.6881       
6364   0.8605        -0.7151       -0.2265       0.4216        0.2584        -0.2102       0.1214        -0.0886       -1.0035       
6365   2.2161        1.8450        -1.2258       0.0685        0.5280        -0.1908       0.2981        -0.3918       -0.4128       
6366   1.3527        0.0844        -1.1415       -0.7209       0.2829        0.0404        -0.1369       -0.2442       -0.8363       
6367   3.0377        2.7145        -0.7247       1.1550        0.6559        -0.0569       -0.0114       -0.6534       -0.1160       
6368   1.2423        0.5569        -1.1059       0.1007        0.6431        -0.4570       0.1018        0.4408        -0.5367       
6369   4.3245        -1.3591       2.8394        -2.9652       0.2331        -0.0782       -0.1408       -0.1685       -0.3500       
6370   1.3416        -0.9553       -0.9228       0.1889        0.8141        0.1073        -0.0525       0.8053        -0.2569       
6371   0.8067        0.5127        -0.5896       0.2008        0.6299        0.3009        -0.5347       -0.1427       -0.6898       
6372   1.7997        1.5371        -0.2396       -0.9048       0.6286        -0.2256       -0.4265       -0.4029       -0.3948       
6373   2.0587        -1.1676       1.0520        1.3297        0.7246        0.3004        -0.0347       -0.6584       -0.2016       
6374   0.9203        0.7683        -0.1762       -0.4750       0.4926        -0.2720       0.2053        -0.3557       -0.8090       
6375   8.2527        7.5289        2.8282        -1.8502       0.2835        -0.1721       -0.0002       -0.2253       -0.1403       
6376   2.0358        1.7669        0.9301        -0.3970       0.4049        0.2096        0.1171        0.3260        -0.5679       
6377   6.1878        -2.8093       -2.4727       -4.9278       0.2667        0.2374        0.0678        -0.1008       -0.2195       
6378   1.0958        -0.5310       -0.7664       0.5759        0.3634        0.2324        0.2610        -0.1000       -0.8642       
6379   5.2641        3.2467        -3.3741       -2.4053       0.1601        -0.0436       -0.0233       -0.1522       -0.3125       
6380   0.8841        0.2522        -0.3115       -0.7881       0.4902        -0.2072       -0.0116       -0.4441       -0.8226       
6381   2.9740        0.0816        -2.5042       -1.6021       0.6796        -0.0117       -0.6197       -0.2786       -0.0938       
6382   3.1535        0.7729        -0.8329       -2.9417       0.5101        0.3348        -0.3356       -0.1884       -0.2698       
6383   1.5343        -0.9333       -0.1365       1.2100        0.4248        -0.2512       -0.0959       0.3289        -0.6820       
6384   4.3468        2.0710        -3.1803       -2.1193       0.6307        0.1914        0.5995        0.0429        -0.0046       
6385   2.5978        2.2774        -0.2261       -1.2291       0.4495        0.0692        0.3881        0.2159        -0.4149       
6386   0.9996        -0.2886       -0.1059       0.9512        0.6091        0.6087        0.0130        -0.0152       -0.6557       
6387   3.1347        -1.4035       1.7046        -2.2251       0.2653        -0.1833       -0.0849       0.1720        -0.4622       
6388   0.6960        -0.5257       -0.4561       -0.0065       0.6322        0.3265        -0.2248       -0.4924       -0.7195       
6389   3.2443        -2.8359       0.4477        1.5110        0.5081        0.0305        0.1579        -0.4820       -0.2596       
6390   3.5162        3.0309        -0.3972       -1.7376       0.7264        -0.2022       0.6512        -0.2503       0.0435        
6391   0.7419        0.1296        0.7256        -0.0836       0.2775        -0.1490       -0.0680       -0.2240       -1.0289       
6392   0.2860        0.1629        0.0747        -0.2229       0.8840        0.2945        -0.3042       0.7760        -0.4306       
6393   7.0108        6.7326        1.5933        1.1335        0.2951        -0.0204       -0.2779       0.0972        -0.1710       
6394   1.8492        -0.0691       -0.5800       -1.7545       0.6755        0.2690        -0.2017       -0.5859       -0.3210       
6395   2.2651        0.1262        -2.2515       0.2127        0.5031        -0.4051       -0.0453       0.2949        -0.4282       
6396   1.1954        0.0028        -1.1950       -0.0292       0.5682        -0.0302       -0.3803       0.4211        -0.6420       
6397   1.1705        0.7552        0.8671        -0.2190       1.1755        0.7225        0.3737        -0.8486       0.4090        
6398   4.9090        3.9153        -2.8465       -0.8160       0.6549        0.1979        -0.2531       0.5706        0.0683        
6399   2.5964        -0.7920       2.3270        -0.8362       0.3138        0.2835        0.0222        0.1327        -0.5187       
6400   1.5504        -0.8893       -0.5595       -1.1402       0.7571        -0.6735       0.3090        -0.1552       -0.2847       
6401   1.1538        1.0132        0.3648        0.4143        0.8593        -0.0743       -0.2374       -0.8225       -0.2396       
6402   3.9908        -0.8334       3.6723        1.3213        0.7771        0.0772        0.2508        -0.7315       0.1699        
6403   2.8236        0.2341        2.6991        -0.7955       0.5132        -0.2552       0.4068        0.1810        -0.3155       
6404   2.4689        2.2775        -0.0110       -0.9530       0.3696        -0.2500       0.0864        -0.2582       -0.5040       
6405   14.8892       13.6015       -5.0996       -3.2687       0.3940        0.3740        0.1082        -0.0605       0.0316        
6406   3.0973        -0.3675       -0.0272       3.0753        0.4166        -0.3055       -0.2801       -0.0420       -0.3642       
6407   24.7147       -12.0943      16.4924       13.8760       0.1135        0.0212        0.1014        -0.0463       -0.0619       
6408   2.8792        -1.8007       1.4919        -1.6798       0.5119        -0.0004       -0.4806       -0.1761       -0.3080       
6409   0.8150        -0.0568       0.3212        -0.7468       0.9296        -0.5248       -0.6642       0.3841        -0.2201       
6410   3.3346        -1.0552       -2.2277       -2.2458       0.5571        0.3688        -0.4163       -0.0321       -0.1958       
6411   1.4625        0.6688        0.0598        1.2993        0.6894        -0.6564       0.0088        -0.2106       -0.4082       
6412   1.8981        0.1070        -0.2733       -1.8753       0.5457        0.2399        -0.4897       0.0207        -0.4672       
6413   8.1620        4.2992        -4.7210       -5.0841       0.2399        0.1455        -0.1046       0.1595        -0.1655       
6414   1.9765        0.9342        1.6942        0.4043        0.4417        -0.2131       -0.1357       0.3623        -0.5508       
6415   2.6277        1.1290        2.3685        -0.1430       0.7532        -0.0626       0.7221        0.2050        -0.0443       
6416   10.9587       7.8951        -5.4209       5.3267        0.4535        0.1170        0.2146        -0.3820       0.0384        
6417   4.3138        4.0462        -1.0885       1.0257        0.2879        0.2312        0.1702        0.0216        -0.3223       
6418   0.4645        -0.3535       0.2109        -0.2152       0.9332        0.8822        0.1657        -0.2552       -0.3078       
6419   3.2581        0.6172        -0.0945       -3.1977       0.7856        -0.4043       -0.6735       -0.0104       0.1012        
6420   1.2661        -0.9281       -0.1764       -0.8430       0.5395        0.1405        -0.5207       0.0128        -0.6517       
6421   1.8794        -0.8771       0.1338        -1.6567       0.6151        -0.1218       -0.5714       0.1924        -0.3913       
6422   5.3800        -4.7960       -0.5449       2.3760        0.3491        0.2451        -0.2184       0.1186        -0.2095       
6423   2.7771        2.1637        -0.6785       -1.6032       0.5958        -0.4536       0.1742        -0.3448       -0.2313       
6424   1.1087        0.7763        0.7665        -0.1981       0.2124        0.0807        0.1477        -0.1296       -0.9471       
6425   5.9611        4.8424        -3.1954       1.3693        0.4880        0.2739        0.3833        -0.1272       -0.0630       
6426   0.9355        0.8451        0.0019        0.4013        0.2957        -0.0414       0.2912        0.0305        -0.9594       
6427   1.5531        1.5047        -0.2392       -0.3012       0.6847        -0.1830       0.5104        0.4180        -0.3883       
6428   2.2425        1.2188        -1.8815       -0.0556       0.7717        -0.0280       0.0141        0.7711        -0.0904       
6429   0.9251        0.4540        0.5661        -0.5736       0.6234        -0.2924       0.5246        -0.1672       -0.6615       
6430   1.9689        -1.3953       -1.0415       -0.9192       0.9345        0.5766        -0.5396       0.4997        0.1256        
6431   3.3630        -1.5418       -2.4058       -1.7732       0.4251        -0.0047       -0.0796       0.4175        -0.3219       
6432   1.6444        -1.0165       1.2749        0.2134        0.3421        -0.3342       0.0722        0.0129        -0.7144       
6433   0.7455        -0.6799       -0.3003       -0.0584       0.5598        -0.3688       -0.1530       0.3924        -0.7914       
6434   0.5625        0.4666        0.1106        0.2939        0.8109        0.3616        0.1825        -0.7024       -0.4978       
6435   1.6114        0.7349        -1.3859       0.3684        0.5384        -0.4973       -0.1570       0.1339        -0.5508       
6436   2.1428        -0.9106       -1.7009       0.9325        0.7055        -0.2881       -0.2947       -0.5727       -0.2098       
6437   2.0441        -0.6494       0.9688        -1.6787       0.3161        -0.1784       -0.2238       -0.1342       -0.6300       
6438   0.8794        -0.6321       0.5218        -0.3188       0.7696        0.7190        -0.1721       0.2139        -0.4720       
6439   1.9103        0.7962        -1.0996       -1.3440       0.3437        -0.0717       0.2528        0.2215        -0.6439       
6440   25.1547       -12.9590      -20.1332      -7.7121       0.2180        -0.1124       -0.0303       0.1843        -0.0259       
6441   4.2817        1.0657        -4.1189       0.4816        0.3186        -0.2348       -0.2151       -0.0105       -0.3064       
6442   1.7690        -0.2246       1.7419        0.2120        0.6506        0.0063        0.0333        0.6497        -0.3747       
6443   5.6753        -0.9936       5.2189        1.9964        0.2424        0.1941        0.1309        -0.0630       -0.2565       
