  0.0000   0       815733000.000000               0.000000               0.000000         1074816.000000
  0.1000   0       808263719.786117      -149854230.803143          107155.429177         1064881.627917
  0.2000   0       785574572.711372      -305434655.262684          212274.102073         1033545.434315
  0.3000   0       746759682.695002      -473762624.343139          312990.607732          975520.833938
  0.4000   0       690066282.707146      -665244107.733884          406123.683695          879033.663490
  0.5000   0       612356788.512280      -898411947.829982          486698.305747          717730.766608
  0.6000   0       507726939.782172     -1214284439.226639          545397.318292          422462.127817
  0.7000   0       362919370.353846     -1741896982.112794          559140.887775         -267836.199452
  0.8000   0       125753480.244903     -3684993823.768303          407263.890758        -4962105.547647
  0.9000   0     -1088331749.639281    -13798958037.842739        -5831219.255341       -74739630.375576
  1.0000   0     -2465866455.003921    -13761883422.681398       -13292503.440747       -74540389.344397
  1.1000   0     -3841452635.714506    -13751411075.579687       -20743294.402159       -74483888.882509
  1.2000   0     -5216320677.398867    -13746463250.127956       -28190208.361117       -74457160.544690
  1.3000   0     -6590811390.264256    -13743579978.261114       -35635083.315715       -74441575.006440
  1.4000   0     -7965068910.766965    -13741691901.984758       -43078697.500321       -74431365.015179
  1.5000   0     -9339167879.454309    -13740359523.783115       -50521454.184134       -74424158.126931
  1.6000   0    -10713151992.996243    -13739368952.284466       -57963589.552525       -74418799.067004
  1.7000   0    -12087049050.948532    -13738603594.459890       -65405253.910273       -74414657.833939
  1.8000   0    -13460877840.022772    -13737994475.628944       -72846548.854847       -74411361.615548
  1.9000   0    -14834651653.106169    -13737498180.119839       -80287546.285916       -74408675.692635
  2.0000   0    -16208380242.468590    -13737086015.536865       -87728298.959687       -74406444.915831
  2.1000   0    -17582070975.334190    -13736738258.955309       -95168846.734672       -74404562.620422
  2.2000   0    -18955729553.359657    -13736440905.899048      -102609220.461172       -74402953.058350
  2.3000   0    -20329360479.727356    -13736183737.813299      -110049444.506784       -74401560.953081
  2.4000   0    -21702967373.166767    -13735959123.657091      -117489538.454504       -74400345.021250
  2.5000   0    -23076553185.416489    -13735761249.625275      -124929518.278818       -74399273.808086
  2.6000   0    -24450120355.702339    -13735585608.582478      -132369397.181237       -74398322.926669
  2.7000   0    -25823670922.929104    -13735428652.481260      -139809186.197176       -74397473.178263
  2.8000   0    -27197206608.758648    -13735287550.129547      -147248894.645378       -74396709.242247
  2.9000   0    -28570728880.194866    -13735160014.845579      -154688530.466508       -74396018.743937
  3.0000   0    -29944238997.457664    -13735044179.554926      -162128100.482165       -74395391.578965
  3.1000   0    -31317738051.109875    -13734938504.761440      -169567610.595767       -74394819.415438
  3.2000   0    -32691226991.208252    -13734841709.721830      -177007065.950288       -74394295.321607
  3.3000   0    -34064706650.450344    -13734752720.273451      -184446471.053511       -74393813.483601
  3.4000   0    -35438177762.742668    -13734670628.796432      -191885829.878504       -74393368.988807
  3.5000   0    -36811640978.235916    -13734594663.140312      -199325145.944994       -74392957.657742
  3.6000   0    -38185096875.604256    -13734524162.257742      -206764422.385812       -74392575.912206
