    1.666412    0.000000
    1.664800    0.069776
    1.659968    0.139391
    1.651930    0.208687
    1.640708    0.277505
    1.626335    0.345688
    1.608851    0.413083
    1.588305    0.479537
    1.564753    0.544905
    1.538262    0.609041
    1.508903    0.671807
    1.476758    0.733069
    1.441913    0.792698
    1.404462    0.850572
    1.364503    0.906573
    1.322142    0.960592
    1.277488    1.012524
    1.230656    1.062274
    1.181764    1.109751
    1.130935    1.154872
    1.078291    1.197564
    1.023962    1.237758
    0.968076    1.275394
    0.910764    1.310418
    0.852158    1.342786
    0.792389    1.372458
    0.731591    1.399404
    0.669894    1.423598
    0.607432    1.445023
    0.544333    1.463669
    0.480728    1.479529
    0.416743    1.492606
    0.352504    1.502907
    0.288133    1.510444
    0.223751    1.515236
    0.159475    1.517306
    0.095422    1.516683
    0.031701    1.513398
   -0.031577    1.507489
   -0.094309    1.498997
   -0.156392    1.487966
   -0.217727    1.474444
   -0.278221    1.458484
   -0.337781    1.440138
   -0.396321    1.419463
   -0.453757    1.396520
   -0.510008    1.371369
   -0.564997    1.344075
   -0.618652    1.314702
   -0.670902    1.283317
   -0.721682    1.249990
   -0.770928    1.214789
   -0.818582    1.177785
   -0.864587    1.139051
   -0.908889    1.098658
   -0.951440    1.056681
   -0.992191    1.013192
   -1.031100    0.968267
   -1.068125    0.921980
   -1.103227    0.874407
   -1.136371    0.825622
   -1.167524    0.775701
   -1.196656    0.724720
   -1.223738    0.672755
   -1.248744    0.619882
   -1.271652    0.566176
   -1.292440    0.511713
   -1.311090    0.456570
   -1.327584    0.400821
   -1.341909    0.344544
   -1.354050    0.287812
   -1.363999    0.230703
   -1.371745    0.173292
   -1.377283    0.115654
   -1.380608    0.057865
   -1.381717    0.000000
   -1.380608   -0.057865
   -1.377283   -0.115654
   -1.371745   -0.173292
   -1.363999   -0.230703
   -1.354050   -0.287812
   -1.341909   -0.344544
   -1.327584   -0.400821
   -1.311090   -0.456570
   -1.292440   -0.511713
   -1.271652   -0.566176
   -1.248744   -0.619882
   -1.223738   -0.672755
   -1.196656   -0.724720
   -1.167524   -0.775701
   -1.136371   -0.825622
   -1.103227   -0.874407
   -1.068125   -0.921980
   -1.031100   -0.968267
   -0.992191   -1.013192
   -0.951440   -1.056681
   -0.908889   -1.098658
   -0.864587   -1.139051
   -0.818582   -1.177785
   -0.770928   -1.214789
   -0.721682   -1.249990
   -0.670902   -1.283317
   -0.618652   -1.314702
   -0.564997   -1.344075
   -0.510008   -1.371369
   -0.453757   -1.396520
   -0.396321   -1.419463
   -0.337781   -1.440138
   -0.278221   -1.458484
   -0.217727   -1.474444
   -0.156392   -1.487966
   -0.094309   -1.498997
   -0.031577   -1.507489
    0.031701   -1.513398
    0.095422   -1.516683
    0.159475   -1.517306
    0.223751   -1.515236
    0.288133   -1.510444
    0.352504   -1.502907
    0.416743   -1.492606
    0.480728   -1.479529
    0.544333   -1.463669
    0.607432   -1.445023
    0.669894   -1.423598
