index  r co          x co          y co          z co          spee          v co          w co          u co          Ener          
5364   0.0118        -0.0000       -0.0000       -0.0067       0.2983        0.2107        0.1716        0.1231        -1.1448       
5365   0.0195        0.0000        0.0000        0.0074        0.2840        -0.0481       0.0729        0.2703        -1.1530       
5366   0.0195        -0.0000       -0.0000       0.0142        0.6603        0.3377        0.3749        -0.4259       -0.7978       
5367   0.0159        -0.0000       -0.0000       0.0047        0.7766        -0.1173       -0.3910       -0.6607       -0.6306       
5368   0.0195        -0.0000       0.0000        -0.0163       0.3940        -0.2311       0.1820        -0.2620       -1.0785       
5369   0.0196        0.0000        -0.0000       0.0024        1.2061        0.5474        -1.0716       -0.0827       0.2210        
5370   0.0110        -0.0000       -0.0000       -0.0094       0.7818        0.2843        -0.0704       0.7248        -0.6226       
5371   0.0132        0.0000        -0.0000       0.0060        1.1449        -1.1204       0.0820        0.2209        0.0769        
5372   0.0164        -0.0000       -0.0000       0.0138        1.0099        -0.4317       -0.5218       0.7492        -0.2138       
5373   0.0115        -0.0000       -0.0000       -0.0043       0.5211        0.2535        0.3322        -0.3112       -0.9623       
5374   0.0184        0.0000        0.0000        0.0017        0.9661        -0.2570       -0.8332       0.4158        -0.3005       
5375   0.0101        -0.0000       0.0000        -0.0043       0.7572        0.6990        0.2032        -0.2084       -0.6605       
5376   0.0179        0.0000        0.0000        0.0038        1.0146        0.8864        -0.4923       -0.0386       -0.2042       
5377   0.0180        0.0000        -0.0000       -0.0028       0.7129        0.6529        0.2858        0.0141        -0.7255       
5378   0.0054        0.0000        -0.0000       -0.0000       1.0805        -0.8192       -0.5910       0.3837        -0.0662       
5379   0.0105        0.0000        0.0000        0.0052        0.9401        -0.1344       0.7201        0.5892        -0.3500       
5380   0.0061        -0.0000       0.0000        -0.0042       0.6331        0.3182        0.5319        -0.1291       -0.8330       
5381   0.0107        -0.0000       -0.0000       -0.0031       0.6360        0.4003        0.4925        -0.0414       -0.8293       
5382   0.0141        0.0000        0.0000        -0.0013       0.4573        0.0634        0.1921        0.4101        -1.0246       
5383   0.0136        0.0000        0.0000        0.0067        0.6420        0.4039        0.1706        0.4690        -0.8216       
5384   0.0138        -0.0000       0.0000        -0.0049       1.0049        -0.4166       0.2459        0.8808        -0.2239       
5385   0.0133        0.0000        0.0000        -0.0053       0.8270        -0.3261       0.0764        0.7561        -0.5498       
5386   0.0168        0.0000        0.0000        -0.0108       0.8906        -0.1731       -0.7817       -0.3901       -0.4406       
5387   0.0103        -0.0000       -0.0000       -0.0087       1.2237        -0.7611       0.9367        -0.2020       0.2637        
5388   0.0157        0.0000        -0.0000       -0.0099       1.0815        0.2346        0.6281        0.8486        -0.0640       
5389   0.0184        -0.0000       -0.0000       0.0130        0.9578        0.5961        -0.1780       0.7282        -0.3164       
5390   0.0159        0.0000        -0.0000       -0.0005       0.7997        0.1463        0.6573        -0.4315       -0.5942       
5391   0.0172        -0.0000       0.0000        0.0093        0.6084        -0.0174       -0.0786       -0.6031       -0.8636       
5392   0.0178        -0.0000       0.0000        0.0157        0.3743        0.0600        0.1197        0.3495        -1.0936       
5393   0.0141        -0.0000       -0.0000       -0.0139       0.8667        0.2985        -0.4264       0.6930        -0.4826       
5394   0.0092        -0.0000       -0.0000       -0.0026       1.0758        0.4071        0.9893        -0.1144       -0.0763       
5395   0.0193        -0.0000       -0.0000       0.0176        0.7955        -0.4118       0.4245        -0.5320       -0.6009       
5396   0.0118        0.0000        -0.0000       -0.0072       0.8572        -0.3456       0.5321        -0.5764       -0.4989       
5397   0.0188        -0.0000       -0.0000       0.0148        0.6940        0.3130        -0.5393       -0.3047       -0.7520       
5398   0.0152        -0.0000       0.0000        -0.0002       0.8526        -0.5443       -0.6548       0.0439        -0.5068       
5399   0.0170        0.0000        -0.0000       -0.0087       0.2590        -0.1570       0.0564        -0.1980       -1.1667       
5400   0.0157        0.0000        -0.0000       0.0069        0.4315        0.1981        0.0357        0.3816        -1.0476       
5401   0.0064        -0.0000       0.0000        0.0017        1.0578        0.1537        -0.2588       -1.0141       -0.1148       
5402   0.0194        0.0000        0.0000        0.0045        1.0888        0.0430        0.4791        0.9768        -0.0483       
5403   0.0153        0.0000        0.0000        0.0140        1.0793        0.8207        -0.6013       0.3602        -0.0689       
5404   0.0177        0.0000        0.0000        -0.0092       0.7799        -0.2043       0.2635        0.7050        -0.6255       
5405   0.0095        -0.0000       0.0000        0.0026        0.9293        0.9066        0.1855        -0.0858       -0.3701       
5406   0.0157        -0.0000       -0.0000       0.0150        0.6704        0.3308        -0.4642       0.3528        -0.7844       
5407   0.0179        0.0000        0.0000        0.0134        0.2883        -0.1917       0.1160        0.1814        -1.1506       
5408   0.0167        0.0000        0.0000        0.0142        0.8936        -0.7718       0.0305        0.4494        -0.4352       
5409   0.0185        -0.0000       -0.0000       -0.0002       0.6617        -0.1862       -0.1913       -0.6055       -0.7959       
5410   0.0155        -0.0000       -0.0000       -0.0102       0.6767        0.6297        0.0737        0.2365        -0.7759       
5411   0.0161        -0.0000       0.0000        0.0057        0.6930        -0.6121       -0.0179       -0.3245       -0.7535       
5412   0.0112        0.0000        0.0000        -0.0097       0.7878        0.6157        0.4789        -0.1107       -0.6131       
5413   0.0140        0.0000        0.0000        -0.0003       1.2912        0.8779        -0.1655       -0.9322       0.4334        
5414   0.0156        0.0000        -0.0000       -0.0080       1.2626        0.1255        1.2150        -0.3198       0.3604        
5415   0.0184        0.0000        -0.0000       -0.0168       0.8703        -0.4001       0.1674        -0.7546       -0.4762       
5416   0.0075        0.0000        0.0000        -0.0058       1.1052        0.3404        0.3151        1.0032        -0.0122       
5417   0.0167        0.0000        0.0000        0.0003        1.1378        0.8666        0.7058        -0.2134       0.0609        
5418   0.0176        0.0000        0.0000        -0.0060       0.9527        -0.3616       0.8045        -0.3600       -0.3261       
5419   0.0193        -0.0000       -0.0000       -0.0142       0.5359        0.1409        -0.4428       -0.2670       -0.9465       
5420   0.0142        0.0000        0.0000        -0.0132       1.1595        0.1780        0.4429        1.0567        0.1106        
5421   0.0189        0.0000        0.0000        -0.0181       0.7308        0.2810        0.5121        0.4392        -0.6996       
5422   0.0143        -0.0000       -0.0000       0.0138        0.7042        0.1908        -0.0301       -0.6772       -0.7379       
5423   0.0120        0.0000        -0.0000       -0.0107       1.0635        -0.8120       -0.4169       0.5458        -0.1027       
5424   0.0169        -0.0000       -0.0000       -0.0075       0.2642        0.1213        -0.2346       -0.0067       -1.1639       
5425   0.0149        0.0000        -0.0000       -0.0138       1.0305        -0.0791       1.0263        0.0476        -0.1718       
5426   0.0163        -0.0000       0.0000        0.0062        1.1232        0.1382        -0.0251       1.1143        0.0277        
5427   0.0196        -0.0000       -0.0000       0.0057        1.0651        0.1538        0.5810        -0.8793       -0.0994       
5428   0.0121        -0.0000       0.0000        0.0054        0.7622        0.3696        0.1847        -0.6405       -0.6528       
5429   0.0131        0.0000        0.0000        0.0057        0.6172        -0.1119       -0.5048       0.3371        -0.8528       
5430   0.0167        0.0000        -0.0000       0.0078        1.0399        -1.0187       0.0808        -0.1925       -0.1524       
5431   0.0178        0.0000        -0.0000       -0.0154       0.6785        -0.4910       -0.3106       0.3504        -0.7734       
5432   0.0197        0.0000        -0.0000       0.0192        0.5818        0.3960        -0.3843       -0.1844       -0.8952       
5433   0.0191        -0.0000       0.0000        0.0154        0.7736        0.6909        -0.3296       -0.1122       -0.6352       
5434   0.0071        -0.0000       -0.0000       0.0042        0.9257        -0.1302       -0.7662       0.5029        -0.3768       
5435   0.0077        -0.0000       0.0000        -0.0038       0.7945        -0.0067       -0.5089       0.6100        -0.6026       
5436   0.0053        -0.0000       0.0000        -0.0004       0.8500        -0.7139       -0.3425       -0.3091       -0.5113       
5437   0.0115        -0.0000       -0.0000       0.0011        1.2295        -1.2075       -0.2246       -0.0576       0.2780        
5438   0.0129        0.0000        0.0000        0.0042        0.3477        0.3167        -0.0566       0.1319        -1.1129       
5439   0.0175        0.0000        0.0000        0.0099        1.0686        -0.3024       -0.0872       1.0212        -0.0917       
5440   0.0133        0.0000        -0.0000       0.0059        0.8209        -0.7682       0.2370        -0.1665       -0.5598       
5441   0.0184        -0.0000       0.0000        0.0172        0.3788        0.1481        -0.3485       -0.0118       -1.0902       
5442   0.0158        0.0000        -0.0000       0.0115        0.7832        0.1951        0.4097        -0.6384       -0.6203       
5443   0.0167        -0.0000       0.0000        -0.0006       0.3077        0.1167        0.0542        -0.2795       -1.1391       
5444   0.0158        -0.0000       -0.0000       0.0040        0.8541        -0.4915       0.2964        -0.6325       -0.5043       
5445   0.0145        0.0000        -0.0000       -0.0095       0.9902        0.7931        -0.0027       0.5929        -0.2532       
5446   0.0176        -0.0000       -0.0000       0.0095        0.9227        0.8758        0.2172        -0.1930       -0.3823       
5447   0.0144        -0.0000       0.0000        0.0095        0.9404        0.3039        -0.7851       0.4190        -0.3495       
5448   0.0196        0.0000        0.0000        -0.0046       0.7256        -0.5654       -0.4329       0.1391        -0.7073       
5449   0.0182        -0.0000       -0.0000       0.0113        0.6280        0.1036        0.1935        0.5884        -0.8394       
5450   0.0108        -0.0000       0.0000        -0.0003       0.7017        -0.3064       -0.1121       0.6212        -0.7415       
5451   0.0157        0.0000        -0.0000       0.0106        0.9320        -0.8788       0.0714        -0.3020       -0.3651       
5452   0.0165        -0.0000       0.0000        -0.0041       0.5744        -0.0696       -0.2135       0.5287        -0.9038       
5453   0.0077        0.0000        -0.0000       -0.0001       0.7186        -0.2947       0.6473        0.1027        -0.7175       
5454   0.0173        -0.0000       0.0000        0.0100        0.9197        0.3088        -0.5652       -0.6566       -0.3879       
5455   0.0133        0.0000        -0.0000       -0.0113       0.8079        -0.3157       -0.5908       0.4516        -0.5811       
5456   0.0112        0.0000        -0.0000       -0.0077       0.2964        -0.2048       0.1940        0.0910        -1.1459       
5457   0.0118        -0.0000       0.0000        -0.0113       0.6632        0.3209        -0.0503       0.5782        -0.7939       
5458   0.0159        -0.0000       -0.0000       0.0100        0.8100        0.0477        -0.0035       0.8086        -0.5777       
5459   0.0130        0.0000        0.0000        0.0025        0.8707        0.1366        0.8501        -0.1297       -0.4756       
5460   0.0125        0.0000        -0.0000       -0.0122       1.0499        -1.0197       0.2499        -0.0065       -0.1315       
5461   0.0184        -0.0000       0.0000        -0.0024       0.8031        0.0044        0.0504        -0.8015       -0.5888       
5462   0.0069        0.0000        0.0000        -0.0053       0.6383        -0.5706       0.2750        0.0793        -0.8263       
5463   0.0097        -0.0000       0.0000        0.0073        0.2379        0.1311        -0.0938       -0.1749       -1.1772       
5464   0.0099        0.0000        0.0000        -0.0008       0.7630        0.1580        0.4446        0.5997        -0.6515       
5465   0.0180        -0.0000       -0.0000       -0.0085       0.6151        -0.1496       -0.4060       -0.4372       -0.8554       
5466   0.0172        0.0000        -0.0000       0.0148        0.6599        -0.2561       -0.6082       -0.0058       -0.7982       
5467   0.0138        -0.0000       0.0000        0.0112        1.1555        -0.2768       -1.1180       0.0929        0.1013        
5468   0.0170        -0.0000       -0.0000       -0.0138       1.3299        -0.6916       0.1815        -1.1213       0.5348        
5469   0.0182        0.0000        -0.0000       -0.0161       0.8611        0.3048        0.7402        -0.3174       -0.4922       
5470   0.0191        -0.0000       0.0000        -0.0083       1.1350        -0.9980       -0.3077       -0.4443       0.0545        
5471   0.0191        0.0000        -0.0000       -0.0181       0.5158        0.0213        -0.5153       -0.0087       -0.9676       
5472   0.0159        0.0000        0.0000        -0.0040       0.7643        0.7578        -0.0944       -0.0317       -0.6496       
5473   0.0197        0.0000        -0.0000       0.0043        0.4934        0.3626        0.3127        0.1190        -0.9903       
5474   0.0112        0.0000        -0.0000       -0.0030       0.4983        0.4652        -0.1051       0.1444        -0.9854       
5475   0.0124        -0.0000       -0.0000       0.0028        0.9240        -0.3306       -0.3099       -0.8052       -0.3801       
5476   0.0195        0.0000        0.0000        -0.0081       0.8073        -0.0132       0.8031        0.0814        -0.5819       
5477   0.0115        0.0000        0.0000        0.0069        0.7389        -0.5801       -0.3394       -0.3072       -0.6878       
5478   0.0138        0.0000        0.0000        0.0106        0.4480        -0.1869       0.4072        -0.0044       -1.0330       
5479   0.0159        -0.0000       0.0000        0.0125        0.7548        0.4401        0.5621        0.2453        -0.6640       
5480   0.0161        0.0000        0.0000        0.0117        0.7988        -0.6569       0.2016        -0.4073       -0.5957       
5481   0.0107        0.0000        0.0000        0.0000        0.3956        -0.1627       -0.2410       -0.2683       -1.0773       
5482   0.0139        0.0000        -0.0000       0.0137        1.3222        1.0313        -0.3126       -0.7660       0.5143        
5483   0.0108        -0.0000       0.0000        -0.0097       0.3867        0.1857        -0.2856       -0.1830       -1.0843       
5484   0.0166        -0.0000       -0.0000       0.0032        0.9010        -0.8388       -0.2247       -0.2400       -0.4220       
5485   0.0126        -0.0000       -0.0000       -0.0089       0.8133        -0.1313       0.7540        -0.2751       -0.5724       
5486   0.0138        -0.0000       -0.0000       0.0031        1.0382        0.1832        -0.9523       0.3708        -0.1559       
5487   0.0027        -0.0000       -0.0000       0.0009        0.6375        0.5705        0.1185        -0.2585       -0.8274       
5488   0.0176        0.0000        -0.0000       -0.0012       1.0870        -0.3510       -0.2107       1.0070        -0.0521       
5489   0.0044        0.0000        -0.0000       0.0035        0.7874        -0.5422       0.4792        0.3105        -0.6138       
5490   0.0170        0.0000        0.0000        -0.0145       0.5383        0.4422        0.2690        -0.1477       -0.9440       
5491   0.0173        -0.0000       -0.0000       0.0086        0.4921        -0.4831       0.0212        -0.0911       -0.9916       
5492   0.0197        -0.0000       0.0000        0.0131        0.6482        0.2368        -0.3972       -0.4542       -0.8136       
5493   0.0165        -0.0000       -0.0000       -0.0031       0.3083        0.1296        -0.2289       -0.1608       -1.1387       
5494   0.0194        -0.0000       0.0000        -0.0001       0.8608        0.5476        -0.6461       0.1539        -0.4927       
5495   0.0126        0.0000        0.0000        -0.0024       0.6684        0.2838        0.6018        -0.0640       -0.7870       
5496   0.0127        0.0000        0.0000        -0.0004       1.0774        0.9176        -0.4011       -0.3975       -0.0730       
5497   0.0130        0.0000        0.0000        -0.0073       1.0643        0.2798        -0.2109       -1.0050       -0.1010       
5498   0.0137        -0.0000       -0.0000       -0.0084       0.8122        0.7474        -0.2233       0.2264        -0.5740       
5499   0.0068        0.0000        -0.0000       -0.0057       0.9173        0.1267        0.0989        -0.9031       -0.3924       
5500   0.0158        0.0000        -0.0000       0.0119        0.4633        0.1131        -0.3655       -0.2613       -1.0191       
5501   0.0197        0.0000        -0.0000       -0.0170       0.5928        -0.1879       0.4486        -0.3389       -0.8823       
5502   0.0182        -0.0000       -0.0000       0.0167        0.5624        0.0530        0.3224        -0.4579       -0.9174       
5503   0.0170        0.0000        0.0000        0.0063        0.5608        -0.3459       0.4315        0.0934        -0.9192       
5504   0.0075        -0.0000       -0.0000       0.0068        0.8878        -0.2611       0.5757        -0.6234       -0.4456       
5505   0.0137        -0.0000       0.0000        0.0017        0.8576        0.6386        -0.5715       0.0336        -0.4983       
5506   0.0142        0.0000        -0.0000       0.0052        1.0618        -0.5434       -0.5635       0.7174        -0.1064       
5507   0.0179        0.0000        0.0000        -0.0126       0.4192        -0.3723       0.1141        0.1550        -1.0580       
5508   0.0166        0.0000        0.0000        0.0100        0.8055        -0.1254       -0.0680       -0.7928       -0.5848       
5509   0.0105        -0.0000       -0.0000       0.0011        0.5136        -0.0849       0.3328        -0.3819       -0.9700       
5510   0.0111        -0.0000       0.0000        0.0018        0.7870        0.4785        0.2410        -0.5764       -0.6145       
5511   0.0170        0.0000        -0.0000       -0.0094       0.6897        0.0122        -0.6217       -0.2985       -0.7580       
5512   0.0132        -0.0000       0.0000        0.0010        0.7067        -0.0613       -0.2974       0.6382        -0.7343       
5513   0.0176        -0.0000       0.0000        0.0130        0.5254        0.3957        -0.3340       -0.0888       -0.9577       
5514   0.0073        -0.0000       -0.0000       0.0056        0.7359        -0.2077       0.5900        -0.3877       -0.6922       
5515   0.0152        0.0000        0.0000        0.0130        0.6285        -0.2365       0.2135        0.5418        -0.8387       
5516   0.0172        -0.0000       -0.0000       -0.0119       0.9912        -0.1613       -0.5471       0.8106        -0.2512       
5517   0.0179        -0.0000       -0.0000       0.0083        0.4823        -0.2393       0.3711        -0.1941       -1.0011       
5518   0.0195        0.0000        -0.0000       -0.0169       1.0593        -0.5438       0.9054        0.0808        -0.1117       
5519   0.0065        0.0000        -0.0000       -0.0003       0.6927        -0.0969       0.2487        0.6392        -0.7539       
5520   0.0130        -0.0000       -0.0000       0.0055        0.4931        0.1256        0.4681        -0.0906       -0.9906       
5521   0.0171        -0.0000       -0.0000       -0.0127       0.9501        -0.2369       -0.7926       0.4672        -0.3311       
5522   0.0170        0.0000        0.0000        0.0104        1.0512        -0.0461       -1.0320       -0.1947       -0.1286       
5523   0.0117        -0.0000       0.0000        -0.0016       1.1114        0.2818        -0.7679       0.7525        0.0015        
5524   0.0198        -0.0000       -0.0000       -0.0086       0.8562        -0.1378       -0.6571       0.5313        -0.5007       
5525   0.0123        0.0000        -0.0000       -0.0009       0.2562        0.0924        0.2191        -0.0954       -1.1681       
5526   0.0157        -0.0000       -0.0000       -0.0098       0.6196        0.4831        0.3723        0.1092        -0.8498       
5527   0.0098        0.0000        0.0000        -0.0011       1.1527        1.0921        -0.3421       -0.1373       0.0949        
5528   0.0194        -0.0000       0.0000        -0.0121       0.4583        0.4177        -0.0834       -0.1691       -1.0237       
5529   0.0150        -0.0000       -0.0000       -0.0146       0.9873        0.6517        -0.6812       0.2934        -0.2589       
5530   0.0127        -0.0000       -0.0000       0.0121        0.4627        -0.3592       0.2855        -0.0602       -1.0196       
5531   0.0166        -0.0000       0.0000        -0.0138       0.8401        0.6907        -0.4762       -0.0425       -0.5280       
5532   0.0086        0.0000        0.0000        -0.0027       0.8299        -0.2968       -0.7161       -0.2962       -0.5451       
5533   0.0103        -0.0000       -0.0000       -0.0044       0.7064        -0.6340       -0.1850       -0.2505       -0.7348       
5534   0.0086        -0.0000       -0.0000       0.0008        0.4584        -0.3263       0.0272        0.3209        -1.0236       
5535   0.0082        -0.0000       -0.0000       -0.0053       0.4803        -0.1961       -0.1159       0.4228        -1.0031       
5536   0.0174        -0.0000       0.0000        0.0057        0.7966        -0.6919       0.3279        0.2199        -0.5992       
5537   0.0060        -0.0000       -0.0000       -0.0032       0.8538        -0.6248       -0.5178       0.2653        -0.5049       
5538   0.0125        -0.0000       0.0000        0.0098        1.3681        0.3570        1.3168        0.1010        0.6379        
5539   0.0158        0.0000        0.0000        0.0114        0.7211        0.7152        0.0848        -0.0361       -0.7138       
5540   0.0188        0.0000        -0.0000       0.0111        1.1574        1.0908        0.1862        -0.3392       0.1059        
5541   0.0088        -0.0000       -0.0000       0.0047        0.6585        -0.4574       -0.1305       -0.4555       -0.8001       
5542   0.0180        -0.0000       -0.0000       -0.0086       0.5349        0.0408        -0.1143       -0.5210       -0.9476       
5543   0.0106        0.0000        -0.0000       0.0015        0.6415        0.3710        0.4690        -0.2324       -0.8222       
5544   0.0120        -0.0000       -0.0000       -0.0103       0.5734        0.3484        -0.2418       0.3859        -0.9050       
5545   0.0092        -0.0000       0.0000        -0.0070       0.5977        0.1870        0.0869        0.5610        -0.8766       
5546   0.0184        -0.0000       0.0000        -0.0152       0.6215        0.3005        0.4893        0.2378        -0.8475       
5547   0.0184        0.0000        -0.0000       -0.0170       0.6530        0.0205        0.1893        0.6246        -0.8074       
5548   0.0148        0.0000        0.0000        0.0008        1.2032        -0.8948       -0.7273       -0.3436       0.2140        
5549   0.0042        -0.0000       -0.0000       -0.0008       0.6366        -0.1837       -0.1840       -0.5811       -0.8285       
5550   0.0117        -0.0000       -0.0000       -0.0025       0.9717        -0.4201       -0.7655       -0.4264       -0.2895       
5551   0.0179        -0.0000       -0.0000       0.0048        0.9243        -0.3271       -0.1871       0.8440        -0.3794       
5552   0.0092        -0.0000       -0.0000       -0.0003       0.3742        0.3665        0.0758        0.0049        -1.0937       
5553   0.0193        -0.0000       -0.0000       -0.0168       0.5100        -0.0706       0.3041        -0.4033       -0.9737       
5554   0.0114        0.0000        0.0000        -0.0055       0.7907        0.6612        -0.4270       0.0751        -0.6086       
5555   0.0014        -0.0000       0.0000        0.0000        0.4512        -0.2255       -0.3179       0.2274        -1.0302       
5556   0.0195        0.0000        -0.0000       0.0018        0.8230        -0.3487       0.3452        0.6608        -0.5563       
5557   0.0161        0.0000        -0.0000       0.0096        0.6928        -0.2266       0.6202        -0.2097       -0.7538       
5558   0.0099        0.0000        0.0000        0.0060        0.5758        -0.3952       0.0375        -0.4170       -0.9023       
5559   0.0072        -0.0000       0.0000        -0.0047       0.4134        0.2968        0.2584        0.1265        -1.0629       
5560   0.0170        0.0000        0.0000        0.0038        0.7643        0.1898        -0.7105       0.2080        -0.6496       
5561   0.0135        -0.0000       0.0000        0.0091        0.9415        0.2642        -0.7168       -0.5504       -0.3473       
5562   0.0177        0.0000        0.0000        -0.0108       1.0036        -0.0586       0.9690        -0.2543       -0.2266       
5563   0.0185        -0.0000       -0.0000       0.0143        0.1747        0.0257        -0.0161       0.1720        -1.2032       
5564   0.0160        0.0000        -0.0000       -0.0076       1.0069        -0.4493       0.7011        0.5661        -0.2199       
5565   0.0100        -0.0000       -0.0000       0.0043        0.4900        -0.0400       -0.1418       -0.4673       -0.9937       
5566   0.0093        -0.0000       -0.0000       0.0058        1.0123        0.1730        -0.9787       -0.1922       -0.2090       
5567   0.0155        0.0000        -0.0000       0.0149        0.7811        0.0659        -0.2601       -0.7336       -0.6236       
5568   0.0113        -0.0000       -0.0000       -0.0050       0.5358        -0.3234       0.4110        0.1165        -0.9467       
5569   0.0132        0.0000        -0.0000       -0.0034       0.7545        0.1291        -0.0705       -0.7400       -0.6645       
5570   0.0185        -0.0000       0.0000        -0.0151       0.7478        0.0593        -0.5684       0.4823        -0.6745       
5571   0.0183        0.0000        0.0000        0.0049        0.7909        0.5766        0.3457        -0.4165       -0.6083       
5572   0.0194        0.0000        0.0000        -0.0144       1.1455        -0.7477       -0.6998       0.5132        0.0786        
5573   0.0051        -0.0000       0.0000        0.0041        1.0000        0.1584        0.8965        -0.4138       -0.2338       
5574   0.0144        -0.0000       -0.0000       -0.0002       0.0571        0.0375        0.0013        -0.0430       -1.2305       
5575   0.0195        -0.0000       -0.0000       0.0055        0.5466        0.1761        -0.0973       -0.5083       -0.9349       
5576   0.0198        0.0000        0.0000        -0.0006       0.5762        0.3872        -0.2274       0.3611        -0.9018       
5577   0.0165        0.0000        -0.0000       0.0018        0.4211        -0.2672       -0.1976       -0.2585       -1.0564       
5578   0.0195        0.0000        0.0000        0.0038        0.9345        0.8923        0.1349        -0.2425       -0.3604       
5579   0.0183        -0.0000       -0.0000       -0.0182       0.8795        0.6587        -0.3809       -0.4411       -0.4601       
5580   0.0140        0.0000        0.0000        -0.0065       0.9696        0.6398        -0.7283       0.0205        -0.2936       
5581   0.0084        -0.0000       0.0000        0.0037        0.5762        0.2985        0.3081        0.3847        -0.9018       
5582   0.0091        0.0000        -0.0000       -0.0006       1.1179        0.8584        0.0486        0.7146        0.0160        
5583   0.0159        0.0000        0.0000        0.0075        0.2634        0.2262        -0.1030       -0.0872       -1.1644       
5584   0.0174        0.0000        0.0000        -0.0114       0.7247        -0.5278       0.3332        -0.3683       -0.7085       
5585   0.0167        -0.0000       -0.0000       0.0042        0.6774        -0.3778       0.5456        -0.1358       -0.7749       
5586   0.0122        -0.0000       -0.0000       0.0038        0.4613        0.1147        0.1097        0.4331        -1.0210       
5587   0.0174        -0.0000       0.0000        -0.0044       0.9802        0.0218        -0.9781       0.0602        -0.2730       
5588   0.0175        0.0000        -0.0000       0.0141        0.9229        0.4844        0.7478        -0.2405       -0.3821       
5589   0.0182        -0.0000       0.0000        0.0167        1.1160        0.8327        0.5492        -0.5005       0.0117        
5590   0.0159        0.0000        -0.0000       -0.0121       0.9357        -0.0314       -0.3434       -0.8699       -0.3581       
5591   0.0075        -0.0000       0.0000        -0.0068       0.6707        -0.3114       -0.5762       -0.1444       -0.7840       
5592   0.0188        -0.0000       -0.0000       0.0020        0.7729        0.6821        -0.1146       0.3448        -0.6364       
5593   0.0189        0.0000        0.0000        -0.0048       0.1953        -0.0553       -0.1503       0.1117        -1.1956       
5594   0.0168        0.0000        -0.0000       -0.0049       0.6324        -0.2658       0.3822        0.4280        -0.8338       
5595   0.0146        0.0000        -0.0000       -0.0111       0.8165        -0.2887       -0.7014       0.3021        -0.5671       
5596   0.0144        -0.0000       -0.0000       0.0114        0.4237        0.3615        0.0611        0.2125        -1.0542       
5597   0.0158        0.0000        0.0000        -0.0020       0.6756        0.5928        -0.2633       0.1888        -0.7774       
5598   0.0165        -0.0000       0.0000        0.0111        0.7556        0.6745        0.3363        0.0525        -0.6628       
5599   0.0147        0.0000        -0.0000       -0.0063       0.9990        0.5959        -0.4987       -0.6279       -0.2357       
5600   0.0168        -0.0000       0.0000        -0.0162       0.6566        0.0459        0.6144        -0.2271       -0.8026       
5601   0.0172        0.0000        0.0000        0.0104        0.5131        -0.2864       0.2571        0.3393        -0.9705       
5602   0.0161        -0.0000       0.0000        0.0004        0.3860        -0.2455       -0.0063       0.2977        -1.0848       
5603   0.0190        -0.0000       -0.0000       0.0151        0.9781        -0.6008       -0.4820       0.6028        -0.2770       
5604   0.0136        -0.0000       0.0000        0.0077        0.8562        0.6921        -0.4478       0.2311        -0.5007       
5605   0.0152        0.0000        0.0000        -0.0129       0.3384        0.0683        0.1309        -0.3045       -1.1192       
5606   0.0103        0.0000        -0.0000       -0.0070       0.6827        -0.1909       0.4143        0.5079        -0.7677       
5607   0.0197        0.0000        0.0000        0.0167        0.9632        0.8306        -0.4820       0.0740        -0.3060       
5608   0.0195        0.0000        0.0000        0.0001        0.6353        0.2142        -0.5849       0.1249        -0.8302       
5609   0.0029        0.0000        0.0000        0.0005        0.5370        0.0352        0.4429        -0.3016       -0.9455       
5610   0.0116        0.0000        -0.0000       0.0107        0.4452        0.3097        -0.3195       -0.0131       -1.0356       
5611   0.0135        0.0000        -0.0000       -0.0109       0.9760        -0.7235       -0.6319       0.1725        -0.2813       
5612   0.0173        0.0000        -0.0000       0.0093        0.3450        -0.1546       -0.3045       -0.0490       -1.1147       
5613   0.0129        -0.0000       -0.0000       -0.0124       0.8752        -0.8047       0.0418        0.3418        -0.4677       
5614   0.0161        -0.0000       -0.0000       0.0039        0.2832        -0.2294       -0.1640       0.0261        -1.1535       
5615   0.0113        -0.0000       -0.0000       0.0112        0.8050        0.4731        -0.6420       0.1101        -0.5857       
5616   0.0197        0.0000        -0.0000       -0.0150       0.8414        0.6292        0.3248        -0.4544       -0.5258       
5617   0.0170        0.0000        0.0000        -0.0064       0.7182        -0.3890       -0.4726       0.3758        -0.7179       
5618   0.0144        0.0000        0.0000        -0.0124       1.1342        0.1741        -0.6019       0.9454        0.0525        
5619   0.0165        -0.0000       -0.0000       0.0036        0.9587        0.3873        0.1189        -0.8689       -0.3147       
5620   0.0183        -0.0000       0.0000        0.0056        1.2575        -1.0045       -0.6470       0.3920        0.3475        
5621   0.0196        -0.0000       -0.0000       0.0026        1.1659        0.5089        0.6662        -0.8103       0.1256        
5622   0.0072        0.0000        0.0000        0.0008        0.1209        -0.1153       -0.0166       0.0321        -1.2192       
5623   0.0170        0.0000        0.0000        -0.0091       0.9056        -0.6272       -0.0185       0.6530        -0.4136       
5624   0.0071        0.0000        0.0000        -0.0061       0.8530        0.2571        -0.5613       0.5886        -0.5062       
5625   0.0182        -0.0000       0.0000        0.0126        0.2806        0.1990        -0.1243       -0.1538       -1.1550       
5626   0.0130        0.0000        -0.0000       -0.0062       1.0869        1.0725        0.1494        0.0941        -0.0524       
