index  r co          x co          y co          z co          spee          v co          w co          u co          Ener          
19     0.0112        -0.0000       0.0000        0.0076        0.5641        0.1635        -0.0896       -0.5324       -0.9156       
20     0.0175        -0.0000       -0.0000       0.0140        0.9879        -0.7433       -0.4896       0.4286        -0.2578       
21     0.0194        0.0000        -0.0000       -0.0145       1.0475        -0.6797       0.7040        0.3737        -0.1364       
22     0.0191        -0.0000       -0.0000       0.0162        0.4977        0.1886        0.2674        0.3751        -0.9860       
23     0.0171        -0.0000       -0.0000       0.0094        0.4399        0.2582        -0.1929       0.2994        -1.0402       
24     0.0155        0.0000        -0.0000       -0.0029       0.7083        0.2036        -0.4925       -0.4665       -0.7320       
25     0.0029        -0.0000       -0.0000       0.0009        1.0611        0.9978        0.0383        -0.3589       -0.1079       
26     0.0177        -0.0000       -0.0000       0.0113        1.0016        -0.4921       0.6318        -0.6016       -0.2305       
27     0.0170        -0.0000       0.0000        -0.0078       1.1631        -0.5758       -0.9791       -0.2502       0.1191        
28     0.0172        -0.0000       -0.0000       0.0084        0.5680        -0.4831       -0.1059       -0.2794       -0.9111       
29     0.0131        -0.0000       0.0000        -0.0072       0.5178        0.0029        -0.5016       0.1285        -0.9656       
30     0.0187        0.0000        0.0000        0.0063        1.0981        0.6798        -0.4080       -0.7598       -0.0279       
31     0.0182        0.0000        -0.0000       -0.0162       0.7825        0.5712        0.5278        -0.0865       -0.6214       
32     0.0189        -0.0000       0.0000        0.0003        0.4572        -0.4208       -0.1684       -0.0598       -1.0247       
33     0.0103        -0.0000       0.0000        -0.0021       0.2799        0.1932        0.0008        0.2025        -1.1554       
34     0.0103        -0.0000       0.0000        0.0029        0.5262        -0.3153       -0.1672       -0.3867       -0.9569       
35     0.0127        0.0000        0.0000        0.0088        0.5712        0.2914        0.1926        0.4519        -0.9076       
36     0.0150        -0.0000       -0.0000       -0.0130       0.9828        -0.2822       0.5743        -0.7460       -0.2678       
37     0.0150        -0.0000       0.0000        -0.0099       0.3838        -0.2609       -0.1761       -0.2196       -1.0865       
38     0.0198        0.0000        -0.0000       0.0064        1.1326        -0.0957       0.1153        1.1226        0.0490        
39     0.0177        -0.0000       0.0000        0.0102        1.2709        0.1851        1.1400        0.5305        0.3816        
40     0.0153        -0.0000       -0.0000       -0.0086       0.6952        -0.3243       -0.1246       -0.6021       -0.7505       
41     0.0161        -0.0000       0.0000        -0.0031       0.7486        -0.1176       -0.1643       -0.7208       -0.6733       
42     0.0169        0.0000        0.0000        -0.0033       1.3035        -0.3587       1.0458        0.6904        0.4653        
43     0.0110        0.0000        0.0000        0.0004        1.0354        -0.8912       0.5022        0.1599        -0.1617       
44     0.0170        -0.0000       0.0000        -0.0114       0.3472        0.2152        -0.0781       0.2610        -1.1132       
45     0.0174        -0.0000       -0.0000       -0.0098       0.4958        0.2749        0.2668        -0.3148       -0.9879       
46     0.0161        -0.0000       -0.0000       0.0111        0.6003        0.5272        -0.2850       -0.0346       -0.8734       
47     0.0172        0.0000        -0.0000       -0.0018       1.0962        0.0395        -0.3198       1.0477        -0.0321       
48     0.0161        -0.0000       -0.0000       -0.0111       1.0096        0.7538        0.2005        -0.6410       -0.2145       
49     0.0178        -0.0000       -0.0000       -0.0107       0.2401        -0.1077       0.2096        -0.0460       -1.1761       
50     0.0114        -0.0000       -0.0000       -0.0027       0.8920        0.1264        0.8818        -0.0457       -0.4382       
51     0.0127        0.0000        -0.0000       -0.0039       1.0262        0.6029        -0.7902       0.2552        -0.1806       
52     0.0107        0.0000        -0.0000       -0.0001       0.8599        0.4291        -0.7438       0.0457        -0.4944       
53     0.0194        0.0000        -0.0000       -0.0020       0.7766        -0.3534       -0.6821       0.1140        -0.6306       
54     0.0186        -0.0000       -0.0000       -0.0035       0.9255        -0.7812       -0.4800       0.1258        -0.3773       
55     0.0184        -0.0000       -0.0000       0.0087        0.7392        -0.4471       -0.4368       0.3946        -0.6874       
56     0.0190        -0.0000       0.0000        -0.0062       0.9613        -0.2206       -0.2799       -0.8928       -0.3096       
57     0.0105        0.0000        0.0000        -0.0017       0.8017        0.4133        -0.5040       -0.4668       -0.5911       
58     0.0171        0.0000        0.0000        0.0016        0.6489        0.0698        0.1210        0.6337        -0.8127       
59     0.0178        0.0000        -0.0000       -0.0026       0.9153        -0.0278       0.0414        0.9139        -0.3960       
60     0.0077        -0.0000       -0.0000       0.0066        0.9382        -0.5673       0.5258        -0.5311       -0.3535       
61     0.0194        -0.0000       0.0000        -0.0092       0.6889        -0.0923       -0.6237       0.2776        -0.7591       
62     0.0192        -0.0000       0.0000        -0.0102       0.8431        -0.2612       0.0379        0.8007        -0.5229       
63     0.0154        0.0000        -0.0000       -0.0118       0.5213        -0.1736       -0.0634       -0.4874       -0.9620       
64     0.0170        -0.0000       0.0000        0.0105        0.5657        0.3034        -0.4712       0.0765        -0.9138       
65     0.0168        0.0000        0.0000        -0.0123       0.5868        -0.3086       -0.1720       -0.4685       -0.8894       
66     0.0174        0.0000        0.0000        -0.0034       0.8810        0.0895        0.4535        0.7500        -0.4575       
67     0.0139        0.0000        -0.0000       0.0137        0.7661        -0.1575       -0.2130       0.7189        -0.6468       
68     0.0107        0.0000        -0.0000       0.0044        0.4434        -0.2540       0.2634        -0.2504       -1.0372       
69     0.0111        0.0000        0.0000        0.0083        0.2526        -0.2024       0.0193        -0.1499       -1.1700       
70     0.0193        -0.0000       -0.0000       0.0154        0.7798        0.7095        0.3226        0.0265        -0.6256       
71     0.0193        0.0000        0.0000        -0.0026       1.0992        -0.5495       -0.8560       -0.4168       -0.0254       
72     0.0139        0.0000        -0.0000       0.0125        0.7483        -0.0650       -0.6376       -0.3862       -0.6738       
73     0.0166        0.0000        0.0000        -0.0076       0.8454        0.3493        -0.7296       -0.2456       -0.5191       
74     0.0117        -0.0000       0.0000        -0.0005       1.0134        -0.8602       0.4681        -0.2606       -0.2068       
75     0.0138        0.0000        -0.0000       0.0079        0.5050        -0.4116       -0.0271       0.2912        -0.9787       
76     0.0125        0.0000        0.0000        0.0061        0.8080        -0.1526       -0.1800       -0.7728       -0.5809       
77     0.0186        -0.0000       -0.0000       -0.0171       0.5403        0.0331        0.4928        0.2189        -0.9418       
78     0.0034        -0.0000       0.0000        0.0001        0.7971        0.3991        0.6723        0.1551        -0.5985       
79     0.0156        0.0000        0.0000        -0.0132       0.7476        0.0273        -0.4149       0.6213        -0.6748       
80     0.0166        -0.0000       -0.0000       -0.0078       0.4355        -0.2100       -0.3812       0.0144        -1.0441       
81     0.0091        0.0000        -0.0000       -0.0088       0.5365        0.2141        0.0467        -0.4897       -0.9459       
82     0.0172        -0.0000       -0.0000       0.0061        0.2042        0.1501        0.0498        0.1291        -1.1920       
83     0.0173        0.0000        -0.0000       0.0133        0.9149        -0.1555       -0.3080       -0.8474       -0.3967       
84     0.0135        0.0000        -0.0000       -0.0120       0.1918        0.1134        -0.0057       -0.1546       -1.1970       
85     0.0118        0.0000        0.0000        0.0011        0.4842        -0.0575       0.4789        -0.0419       -0.9993       
86     0.0100        0.0000        0.0000        0.0008        0.9365        -0.2103       -0.3752       -0.8319       -0.3567       
87     0.0147        -0.0000       -0.0000       -0.0095       0.5999        0.3073        -0.3695       -0.3590       -0.8739       
88     0.0180        0.0000        -0.0000       -0.0157       0.9978        -0.0146       -0.2488       -0.9662       -0.2381       
89     0.0166        0.0000        0.0000        -0.0057       0.2183        -0.1708       0.1328        0.0297        -1.1861       
90     0.0188        0.0000        0.0000        -0.0088       1.0473        -0.4151       0.8261        0.4919        -0.1369       
91     0.0093        -0.0000       0.0000        0.0004        0.3137        -0.0973       -0.0989       0.2814        -1.1354       
92     0.0120        0.0000        -0.0000       -0.0002       0.4628        -0.3164       -0.1338       0.3101        -1.0196       
93     0.0122        -0.0000       -0.0000       -0.0043       1.2147        -0.8045       -0.2196       -0.8832       0.2418        
94     0.0182        -0.0000       0.0000        -0.0100       0.2713        0.0912        0.0761        -0.2439       -1.1601       
95     0.0144        0.0000        0.0000        -0.0042       0.9544        -0.7551       -0.5837       -0.0013       -0.3228       
96     0.0146        -0.0000       0.0000        0.0039        0.6789        0.1557        -0.2374       -0.6167       -0.7728       
97     0.0155        0.0000        0.0000        0.0064        0.4731        0.0510        -0.2360       -0.4068       -1.0099       
98     0.0156        0.0000        -0.0000       0.0096        0.2899        0.1683        -0.2324       -0.0418       -1.1497       
99     0.0185        -0.0000       -0.0000       -0.0056       0.2755        -0.1070       -0.2533       0.0170        -1.1578       
100    0.0096        0.0000        0.0000        -0.0069       1.0492        -0.4952       -0.6894       0.6167        -0.1330       
101    0.0177        0.0000        0.0000        0.0034        1.0582        -0.2044       0.3234        -0.9866       -0.1140       
102    0.0153        -0.0000       -0.0000       -0.0043       0.7227        0.1094        0.7142        -0.0129       -0.7115       
103    0.0115        -0.0000       0.0000        -0.0044       0.3443        0.1535        -0.0099       -0.3080       -1.1153       
104    0.0139        0.0000        0.0000        0.0125        0.4466        0.1603        0.1257        -0.3974       -1.0343       
105    0.0189        0.0000        -0.0000       -0.0069       0.6068        0.3631        0.0891        0.4780        -0.8655       
106    0.0168        0.0000        0.0000        -0.0157       0.6215        -0.6199       -0.0402       -0.0195       -0.8474       
107    0.0197        0.0000        0.0000        -0.0180       0.2887        -0.1672       -0.1608       -0.1719       -1.1504       
108    0.0083        -0.0000       0.0000        0.0006        0.7225        -0.2076       -0.4848       -0.4938       -0.7118       
109    0.0117        -0.0000       -0.0000       -0.0071       0.7464        -0.3013       0.2116        0.6493        -0.6767       
110    0.0193        0.0000        -0.0000       0.0153        0.4479        -0.1102       -0.1570       0.4048        -1.0331       
111    0.0170        -0.0000       0.0000        -0.0047       0.5980        -0.3513       -0.2369       0.4220        -0.8761       
112    0.0045        0.0000        0.0000        -0.0035       1.0041        -0.4712       -0.8542       -0.2375       -0.2256       
113    0.0190        -0.0000       -0.0000       0.0085        0.3503        -0.2676       0.0331        0.2236        -1.1110       
114    0.0162        0.0000        -0.0000       0.0013        0.2948        -0.1404       0.0825        0.2458        -1.1468       
115    0.0170        -0.0000       -0.0000       0.0045        0.8127        -0.7631       -0.0030       -0.2797       -0.5732       
116    0.0052        -0.0000       -0.0000       -0.0016       0.7295        0.4955        0.4718        -0.2532       -0.7016       
117    0.0138        0.0000        0.0000        -0.0038       0.3825        0.1306        0.2769        -0.2294       -1.0874       
118    0.0119        0.0000        -0.0000       0.0027        0.2037        -0.1433       0.1446        -0.0044       -1.1923       
119    0.0161        0.0000        0.0000        -0.0008       0.3698        0.0471        -0.1771       -0.3212       -1.0970       
120    0.0090        0.0000        -0.0000       0.0007        0.4185        0.1194        0.1858        -0.3555       -1.0586       
121    0.0153        -0.0000       -0.0000       0.0060        0.8098        -0.7775       -0.2213       -0.0481       -0.5780       
122    0.0189        -0.0000       -0.0000       -0.0013       0.5086        -0.2016       0.4644        0.0480        -0.9751       
123    0.0160        -0.0000       0.0000        -0.0135       1.2317        1.1164        -0.5058       0.1228        0.2835        
124    0.0167        0.0000        -0.0000       0.0165        0.7431        0.4322        -0.4323       0.4225        -0.6816       
125    0.0109        0.0000        -0.0000       -0.0060       0.8748        0.7085        0.4410        0.2623        -0.4685       
126    0.0063        -0.0000       -0.0000       0.0049        0.9675        -0.3346       -0.3447       0.8398        -0.2978       
127    0.0184        -0.0000       -0.0000       -0.0081       0.4806        0.1862        0.3325        0.2929        -1.0027       
128    0.0183        -0.0000       0.0000        -0.0132       0.1794        0.1214        0.1238        -0.0461       -1.2015       
129    0.0063        0.0000        0.0000        0.0029        1.0172        -0.4793       -0.4337       -0.7854       -0.1991       
130    0.0128        -0.0000       0.0000        0.0017        0.9003        -0.7683       0.0573        -0.4658       -0.4233       
131    0.0189        0.0000        -0.0000       0.0065        0.3872        0.1534        0.2883        0.2080        -1.0838       
132    0.0166        0.0000        0.0000        0.0146        1.2082        -1.1377       -0.1553       0.3758        0.2259        
133    0.0148        -0.0000       0.0000        -0.0029       1.0878        -0.3951       0.2613        0.9792        -0.0505       
134    0.0139        0.0000        0.0000        -0.0002       0.1927        0.1181        0.0628        0.1387        -1.1966       
135    0.0136        -0.0000       0.0000        0.0107        1.0497        -0.3619       0.3036        -0.9374       -0.1320       
136    0.0184        -0.0000       -0.0000       0.0040        0.8598        0.6046        0.0914        -0.6044       -0.4945       
137    0.0164        0.0000        0.0000        -0.0112       1.1052        0.0481        1.0910        0.1699        -0.0123       
138    0.0179        0.0000        -0.0000       0.0162        0.4655        -0.1304       0.4313        -0.1172       -1.0170       
139    0.0130        -0.0000       -0.0000       0.0036        0.8452        0.7776        -0.2482       0.2192        -0.5194       
140    0.0179        0.0000        -0.0000       0.0179        0.8436        0.4263        0.0318        0.7272        -0.5221       
141    0.0102        -0.0000       0.0000        -0.0087       0.8276        -0.0350       -0.8102       -0.1652       -0.5489       
142    0.0151        -0.0000       -0.0000       -0.0066       0.6416        0.1877        -0.3194       -0.5238       -0.8222       
143    0.0172        0.0000        -0.0000       0.0162        0.6086        0.0596        0.5412        0.2720        -0.8633       
144    0.0183        0.0000        0.0000        -0.0107       0.8476        0.1089        0.1193        0.8321        -0.5153       
145    0.0148        0.0000        -0.0000       -0.0019       1.1271        -1.0360       -0.3386       -0.2870       0.0366        
146    0.0194        -0.0000       0.0000        0.0159        0.8057        0.7975        0.0984        -0.0597       -0.5845       
147    0.0195        -0.0000       0.0000        0.0161        0.7985        -0.2180       -0.1548       -0.7524       -0.5960       
148    0.0111        0.0000        -0.0000       -0.0095       0.8446        -0.6671       0.4846        0.1828        -0.5205       
149    0.0189        -0.0000       0.0000        -0.0043       0.8934        -0.0362       -0.0576       0.8908        -0.4355       
150    0.0077        -0.0000       0.0000        0.0073        0.8154        -0.0316       -0.3626       0.7296        -0.5690       
151    0.0155        -0.0000       -0.0000       -0.0008       0.0790        0.0502        0.0032        -0.0609       -1.2275       
152    0.0164        -0.0000       -0.0000       -0.0040       0.5515        -0.4371       0.3127        0.1237        -0.9296       
153    0.0075        -0.0000       0.0000        -0.0040       0.5595        0.3440        0.3996        -0.1872       -0.9208       
154    0.0199        0.0000        0.0000        -0.0102       0.9090        -0.8229       0.2926        -0.2522       -0.4074       
155    0.0162        0.0000        -0.0000       -0.0040       0.8813        0.4215        0.6289        0.4512        -0.4570       
156    0.0179        -0.0000       0.0000        -0.0088       0.4156        -0.2000       -0.1876       -0.3123       -1.0610       
157    0.0135        0.0000        -0.0000       -0.0013       0.7016        -0.5160       -0.4004       -0.2563       -0.7415       
158    0.0192        0.0000        0.0000        0.0085        1.0033        -0.9726       0.2399        -0.0543       -0.2272       
159    0.0158        -0.0000       0.0000        -0.0000       1.0664        -0.3081       0.5647        0.8506        -0.0965       
160    0.0195        -0.0000       0.0000        -0.0127       0.7673        0.3073        0.6874        0.1471        -0.6450       
161    0.0073        -0.0000       -0.0000       -0.0050       0.5916        0.5316        0.2340        -0.1123       -0.8838       
162    0.0193        0.0000        -0.0000       0.0070        0.3997        -0.3664       -0.1581       0.0225        -1.0740       
163    0.0168        0.0000        0.0000        0.0113        1.2387        0.3448        -0.3498       1.1372        0.3007        
164    0.0173        0.0000        0.0000        0.0030        1.1983        0.5822        0.0390        1.0467        0.2023        
165    0.0049        0.0000        0.0000        0.0028        0.4229        0.0677        -0.1989       0.3671        -1.0549       
166    0.0194        0.0000        0.0000        -0.0155       0.8033        0.6303        0.3734        -0.3296       -0.5884       
167    0.0161        0.0000        -0.0000       0.0021        0.9103        -0.7963       0.2153        -0.3849       -0.4051       
168    0.0194        -0.0000       -0.0000       -0.0133       0.6079        0.3906        0.3691        0.2842        -0.8641       
169    0.0185        0.0000        0.0000        -0.0067       0.4211        0.0070        0.2402        0.3458        -1.0564       
170    0.0098        0.0000        -0.0000       0.0069        1.0170        0.2296        -0.9849       0.1079        -0.1994       
171    0.0189        0.0000        -0.0000       -0.0171       0.6879        0.1943        0.4426        0.4895        -0.7605       
172    0.0128        -0.0000       0.0000        -0.0093       0.6558        -0.2561       -0.5729       -0.1906       -0.8037       
173    0.0157        0.0000        -0.0000       -0.0103       0.9110        -0.4709       -0.7643       -0.1551       -0.4038       
174    0.0114        0.0000        -0.0000       -0.0074       1.0217        0.4503        -0.5809       -0.7097       -0.1899       
175    0.0094        0.0000        -0.0000       0.0071        0.2491        -0.2073       -0.0847       0.1090        -1.1717       
176    0.0093        -0.0000       0.0000        0.0034        0.7154        -0.7107       0.0757        -0.0330       -0.7219       
177    0.0188        0.0000        -0.0000       0.0151        0.9903        -0.1074       -0.9844       -0.0010       -0.2531       
178    0.0141        0.0000        0.0000        -0.0136       0.4141        0.1452        0.2455        -0.3002       -1.0623       
179    0.0192        -0.0000       -0.0000       0.0180        0.3499        0.0927        0.0275        -0.3362       -1.1113       
180    0.0124        -0.0000       -0.0000       0.0016        0.9235        0.1960        -0.2141       0.8767        -0.3809       
181    0.0067        0.0000        0.0000        0.0005        0.4072        -0.2149       0.3342        -0.0890       -1.0680       
182    0.0073        0.0000        0.0000        0.0055        0.4264        -0.3949       -0.1519       -0.0533       -1.0519       
183    0.0177        -0.0000       0.0000        0.0137        0.8660        -0.3686       -0.7406       0.2560        -0.4838       
184    0.0138        0.0000        -0.0000       -0.0127       1.2476        -0.6325       -0.7865       0.7334        0.3228        
185    0.0179        -0.0000       -0.0000       -0.0087       0.6339        -0.6187       0.1261        -0.0557       -0.8319       
186    0.0084        -0.0000       -0.0000       0.0036        0.2683        -0.1472       0.0447        0.2199        -1.1618       
187    0.0188        -0.0000       -0.0000       0.0133        0.7788        0.7264        -0.1981       -0.1990       -0.6273       
188    0.0154        0.0000        0.0000        0.0060        0.4483        -0.1808       0.2196        -0.3465       -1.0328       
189    0.0182        -0.0000       -0.0000       0.0146        0.7231        -0.3708       0.5306        0.3222        -0.7109       
190    0.0146        -0.0000       -0.0000       -0.0010       0.7457        -0.3967       0.5525        -0.3057       -0.6778       
191    0.0193        -0.0000       -0.0000       -0.0018       0.2964        -0.2699       0.0302        0.1186        -1.1459       
192    0.0163        0.0000        0.0000        -0.0134       1.0816        -0.3501       0.3877        0.9471        -0.0638       
193    0.0182        0.0000        0.0000        0.0148        0.5526        0.0492        0.1874        -0.5176       -0.9283       
194    0.0149        0.0000        0.0000        -0.0068       1.0891        0.7246        -0.0402       -0.8120       -0.0477       
195    0.0167        0.0000        -0.0000       -0.0092       0.6376        -0.0931       -0.3109       -0.5489       -0.8272       
196    0.0049        0.0000        -0.0000       -0.0044       1.4787        0.0209        1.2884        -0.7253       0.9527        
197    0.0138        0.0000        -0.0000       -0.0014       0.6363        0.3476        0.4871        0.2165        -0.8288       
198    0.0182        -0.0000       -0.0000       -0.0007       0.2439        -0.0178       0.0214        0.2423        -1.1742       
199    0.0159        -0.0000       -0.0000       -0.0090       0.7051        -0.0048       0.5712        0.4133        -0.7366       
200    0.0123        -0.0000       -0.0000       0.0084        0.8532        0.0880        0.8209        0.2153        -0.5058       
201    0.0185        0.0000        0.0000        0.0121        0.4215        0.1243        -0.1559       0.3714        -1.0560       
202    0.0191        0.0000        -0.0000       -0.0087       0.8902        -0.2621       -0.1913       0.8290        -0.4412       
203    0.0152        -0.0000       0.0000        0.0040        0.6256        -0.1352       -0.1523       0.5916        -0.8423       
204    0.0112        0.0000        -0.0000       0.0101        0.6706        0.1125        0.5798        -0.3176       -0.7841       
205    0.0172        -0.0000       -0.0000       -0.0131       0.3675        -0.2567       0.1881        0.1838        -1.0987       
206    0.0173        -0.0000       0.0000        0.0105        0.3979        -0.2224       -0.3130       -0.1043       -1.0754       
207    0.0180        0.0000        0.0000        -0.0166       0.6303        0.5415        -0.3102       0.0887        -0.8364       
208    0.0198        -0.0000       -0.0000       -0.0011       0.2965        0.1074        -0.2763       0.0080        -1.1458       
209    0.0152        0.0000        -0.0000       -0.0096       1.0139        0.5477        -0.8526       0.0312        -0.2058       
210    0.0111        0.0000        0.0000        0.0020        1.0645        0.3655        0.6794        -0.7335       -0.1006       
211    0.0072        0.0000        -0.0000       0.0028        0.9137        -0.4406       0.7934        0.1064        -0.3989       
212    0.0181        0.0000        0.0000        0.0071        0.8867        -0.5045       -0.6797       -0.2640       -0.4475       
213    0.0098        0.0000        -0.0000       0.0074        0.8308        0.1456        0.6745        0.4627        -0.5435       
214    0.0163        -0.0000       -0.0000       -0.0031       0.8997        0.0984        0.8418        -0.3019       -0.4243       
215    0.0178        -0.0000       -0.0000       -0.0112       0.7932        -0.6091       -0.5073       -0.0276       -0.6046       
216    0.0101        -0.0000       -0.0000       0.0097        1.2621        -0.8842       -0.6319       -0.6417       0.3590        
217    0.0174        -0.0000       -0.0000       0.0136        0.5324        0.3214        0.2143        0.3664        -0.9503       
218    0.0167        0.0000        0.0000        -0.0162       0.9035        -0.5319       0.3023        -0.6649       -0.4174       
219    0.0036        -0.0000       0.0000        0.0033        0.8197        0.1431        -0.8018       -0.0928       -0.5618       
220    0.0133        -0.0000       0.0000        0.0101        0.7843        0.6724        -0.1141       0.3873        -0.6187       
221    0.0183        0.0000        -0.0000       0.0067        0.6980        -0.6534       0.2440        -0.0284       -0.7465       
222    0.0182        -0.0000       -0.0000       -0.0153       0.4443        0.2617        0.3530        -0.0654       -1.0363       
223    0.0140        0.0000        -0.0000       -0.0007       0.2394        -0.0188       -0.0643       -0.2298       -1.1764       
224    0.0100        0.0000        0.0000        -0.0011       1.2578        -0.4865       0.8072        -0.8330       0.3483        
225    0.0152        0.0000        0.0000        0.0133        0.4828        -0.3345       -0.3287       0.1149        -1.0006       
226    0.0183        0.0000        -0.0000       0.0132        0.6777        -0.2185       0.1410        0.6258        -0.7745       
227    0.0064        -0.0000       -0.0000       -0.0013       0.8580        -0.2125       0.6214        -0.5521       -0.4977       
228    0.0160        -0.0000       -0.0000       0.0075        1.2562        0.8968        -0.7956       0.3751        0.3442        
229    0.0193        -0.0000       0.0000        -0.0073       0.6415        0.5443        0.2605        0.2179        -0.8221       
230    0.0174        -0.0000       0.0000        0.0104        0.9115        0.5614        0.6266        0.3507        -0.4029       
231    0.0178        -0.0000       0.0000        -0.0136       0.4365        0.0420        -0.0582       0.4305        -1.0432       
232    0.0160        0.0000        -0.0000       0.0070        1.0313        -0.0386       1.0269        -0.0865       -0.1701       
233    0.0183        0.0000        -0.0000       0.0001        0.8860        -0.7191       0.5144        -0.0576       -0.4487       
234    0.0189        -0.0000       0.0000        0.0049        1.1538        -0.9806       0.6081        0.0002        0.0976        
235    0.0174        -0.0000       -0.0000       -0.0006       0.5128        -0.3158       -0.0690       0.3981        -0.9708       
236    0.0147        0.0000        -0.0000       0.0128        0.6672        0.4789        0.3802        0.2668        -0.7886       
237    0.0179        -0.0000       0.0000        -0.0161       0.4159        -0.2185       0.3315        0.1239        -1.0607       
238    0.0118        0.0000        -0.0000       -0.0001       1.1828        -0.3759       -1.0139       -0.4793       0.1652        
239    0.0165        0.0000        0.0000        -0.0094       0.9276        0.6246        -0.5200       -0.4471       -0.3733       
240    0.0182        -0.0000       -0.0000       -0.0125       0.8066        0.7818        -0.0732       0.1846        -0.5831       
241    0.0126        -0.0000       0.0000        0.0117        0.8948        -0.8126       0.3400        0.1572        -0.4332       
242    0.0171        0.0000        -0.0000       0.0101        0.8869        -0.7192       -0.1273       -0.5032       -0.4471       
243    0.0101        -0.0000       0.0000        -0.0085       0.7554        0.1877        0.3379        0.6490        -0.6632       
244    0.0170        -0.0000       -0.0000       -0.0120       1.2117        1.1997        0.1702        0.0055        0.2345        
245    0.0177        -0.0000       -0.0000       -0.0022       0.7716        0.5271        -0.4090       -0.3876       -0.6384       
246    0.0077        -0.0000       0.0000        -0.0035       0.5286        0.0823        0.0240        0.5216        -0.9544       
247    0.0172        -0.0000       -0.0000       -0.0008       0.7904        -0.4593       -0.0668       0.6397        -0.6091       
248    0.0188        -0.0000       0.0000        -0.0069       0.6682        0.3881        0.4632        0.2850        -0.7873       
249    0.0164        -0.0000       0.0000        0.0164        0.6657        0.3104        0.1611        -0.5664       -0.7906       
250    0.0181        0.0000        -0.0000       -0.0092       0.6592        -0.0002       -0.5370       -0.3824       -0.7992       
251    0.0197        -0.0000       0.0000        -0.0121       1.0358        0.3410        0.0976        0.9731        -0.1609       
252    0.0064        0.0000        -0.0000       0.0049        0.4408        -0.3061       0.3010        -0.0999       -1.0395       
253    0.0158        -0.0000       0.0000        -0.0025       0.4049        -0.2926       0.2137        -0.1808       -1.0698       
254    0.0192        -0.0000       -0.0000       -0.0065       0.6222        -0.6031       0.1526        -0.0078       -0.8466       
255    0.0134        0.0000        0.0000        -0.0004       0.5635        0.4996        0.2096        -0.1549       -0.9162       
256    0.0174        -0.0000       0.0000        -0.0123       0.3270        0.2291        -0.1084       -0.2066       -1.1268       
257    0.0194        0.0000        -0.0000       0.0128        0.6154        -0.4375       0.0960        -0.4220       -0.8550       
258    0.0089        -0.0000       0.0000        0.0032        0.7258        -0.6163       -0.0765       -0.3756       -0.7070       
259    0.0168        0.0000        -0.0000       0.0134        0.9959        -0.5150       -0.8481       -0.0852       -0.2420       
260    0.0171        -0.0000       0.0000        0.0095        0.5544        -0.5022       0.0893        0.2173        -0.9264       
261    0.0148        -0.0000       0.0000        -0.0140       0.4800        -0.2865       -0.1481       0.3555        -1.0034       
262    0.0163        0.0000        -0.0000       -0.0062       0.7234        -0.6304       -0.3533       0.0337        -0.7104       
263    0.0161        -0.0000       -0.0000       0.0140        0.7692        -0.0549       0.2312        -0.7315       -0.6421       
264    0.0093        -0.0000       0.0000        -0.0057       0.7573        0.7039        0.2586        0.1055        -0.6603       
265    0.0135        -0.0000       0.0000        -0.0097       1.1785        -0.3228       -1.1270       0.1201        0.1551        
266    0.0194        0.0000        -0.0000       0.0012        0.6580        0.4205        0.4381        0.2535        -0.8007       
