  0.0000    0 815732999999.999878     0.000000     0.000000 12440.000000 
  0.1250    0 815732999988.897095  -177.641064  1555.000000 12440.000000 
  0.2500    0 815732999955.589233  -355.282128  3110.000000 12439.999999 
  0.3750    0 815732999900.076294  -532.923192  4665.000000 12439.999998 
  0.5000    0 815732999822.358276  -710.564257  6220.000000 12439.999997 
  0.6250    0 815732999722.435181  -888.205321  7774.999999 12439.999996 
  0.7500    0 815732999600.307007 -1065.846385  9329.999998 12439.999994 
  0.8750    0 815732999455.973755 -1243.487450 10884.999998 12439.999992 
  1.0000    0 815732999289.435425 -1421.128514 12439.999996 12439.999989 
  1.1250    0 815732999100.692017 -1598.769579 13994.999995 12439.999986 
  1.2500    0 815732998889.743042 -1776.410643 15549.999993 12439.999983 
  1.3750    0 815732998656.588989 -1954.051708 17104.999991 12439.999980 
  1.5000    0 815732998401.229858 -2131.692773 18659.999988 12439.999976 
  1.6250    0 815732998123.665649 -2309.333838 20214.999985 12439.999971 
  1.7500    0 815732997823.896362 -2486.974903 21769.999981 12439.999967 
  1.8750    0 815732997501.921997 -2664.615968 23324.999976 12439.999962 
  2.0000    0 815732997157.742554 -2842.257033 24879.999971 12439.999957 
  2.1250    0 815732996791.358032 -3019.898098 26434.999965 12439.999951 
  2.2500    0 815732996402.768311 -3197.539164 27989.999959 12439.999945 
  2.3750    0 815732995991.973145 -3375.180230 29544.999952 12439.999939 
  2.5000    0 815732995558.972900 -3552.821296 31099.999944 12439.999932 
  2.6250    0 815732995103.767578 -3730.462362 32654.999935 12439.999925 
  2.7500    0 815732994626.357178 -3908.103428 34209.999925 12439.999918 
  2.8750    0 815732994126.741699 -4085.744495 35764.999914 12439.999910 
  3.0000    0 815732993604.921143 -4263.385562 37319.999902 12439.999902 
  3.1250    0 815732993060.895508 -4441.026629 38874.999890 12439.999894 
  3.2500    0 815732992494.664795 -4618.667696 40429.999876 12439.999886 
  3.3750    0 815732991906.228760 -4796.308764 41984.999861 12439.999877 
  3.5000    0 815732991295.587402 -4973.949832 43539.999845 12439.999867 
  3.6250    0 815732990662.740967 -5151.590900 45094.999828 12439.999858 
  3.7500    0 815732990007.689453 -5329.231968 46649.999810 12439.999848 
  3.8750    0 815732989330.432861 -5506.873037 48204.999790 12439.999837 
  4.0000    0 815732988630.971191 -5684.514106 49759.999769 12439.999827 
  4.1250    0 815732987909.304443 -5862.155175 51314.999746 12439.999816 
  4.2500    0 815732987165.432617 -6039.796245 52869.999723 12439.999804 
  4.3750    0 815732986399.355713 -6217.437314 54424.999698 12439.999793 
  4.5000    0 815732985611.073486 -6395.078385 55979.999671 12439.999781 
  4.6250    0 815732984800.585938 -6572.719455 57534.999643 12439.999768 
  4.7500    0 815732983967.893311 -6750.360526 59089.999613 12439.999756 
  4.8750    0 815732983112.995605 -6928.001598 60644.999582 12439.999742 
  5.0000    0 815732982235.892822 -7105.642669 62199.999549 12439.999729 
  5.1250    0 815732981336.584961 -7283.283741 63754.999514 12439.999715 
  5.2500    0 815732980415.072021 -7460.924814 65309.999477 12439.999701 
  5.3750    0 815732979471.354004 -7638.565887 66864.999439 12439.999687 
  5.5000    0 815732978505.430908 -7816.206960 68419.999399 12439.999672 
  5.6250    0 815732977517.302368 -7993.848034 69974.999357 12439.999657 
  5.7500    0 815732976506.968628 -8171.489108 71529.999313 12439.999642 
  5.8750    0 815732975474.429810 -8349.130182 73084.999268 12439.999626 
  6.0000    0 815732974419.685913 -8526.771258 74639.999220 12439.999610 
  6.1250    0 815732973342.736938 -8704.412333 76194.999170 12439.999593 
  6.2500    0 815732972243.582886 -8882.053409 77749.999118 12439.999577 
  6.3750    0 815732971122.223755 -9059.694486 79304.999064 12439.999560 
  6.5000    0 815732969978.659546 -9237.335563 80859.999008 12439.999542 
  6.6250    0 815732968812.890137 -9414.976640 82414.998950 12439.999524 
  6.7500    0 815732967624.915283 -9592.617718 83969.998889 12439.999506 
  6.8750    0 815732966414.735352 -9770.258797 85524.998826 12439.999488 
  7.0000    0 815732965182.350342 -9947.899876 87079.998761 12439.999469 
  7.1250    0 815732963927.760254 -10125.540955 88634.998694 12439.999450 
  7.2500    0 815732962650.965088 -10303.182035 90189.998624 12439.999430 
  7.3750    0 815732961351.964844 -10480.823116 91744.998551 12439.999411 
  7.5000    0 815732960030.759521 -10658.464197 93299.998476 12439.999390 
  7.6250    0 815732958687.349121 -10836.105279 94854.998399 12439.999370 
  7.7500    0 815732957321.733398 -11013.746362 96409.998319 12439.999349 
  7.8750    0 815732955933.912354 -11191.387445 97964.998236 12439.999328 
  8.0000    0 815732954523.886230 -11369.028528 99519.998151 12439.999306 
  8.1250    0 815732953091.655029 -11546.669613 101074.998063 12439.999285 
  8.2500    0 815732951637.218750 -11724.310697 102629.997972 12439.999262 
  8.3750    0 815732950160.577393 -11901.951783 104184.997878 12439.999240 
  8.5000    0 815732948661.730957 -12079.592869 105739.997782 12439.999217 
  8.6250    0 815732947140.679443 -12257.233956 107294.997682 12439.999194 
  8.7500    0 815732945597.422852 -12434.875043 108849.997580 12439.999170 
  8.8750    0 815732944031.960693 -12612.516132 110404.997475 12439.999146 
  9.0000    0 815732942444.293457 -12790.157221 111959.997367 12439.999122 
  9.1250    0 815732940834.421143 -12967.798310 113514.997256 12439.999098 
  9.2500    0 815732939202.343750 -13145.439400 115069.997141 12439.999073 
  9.3750    0 815732937548.061279 -13323.080491 116624.997024 12439.999048 
  9.5000    0 815732935871.573730 -13500.721583 118179.996903 12439.999022 
  9.6250    0 815732934172.881104 -13678.362676 119734.996779 12439.998996 
  9.7500    0 815732932451.983398 -13856.003769 121289.996652 12439.998970 
  9.8750    0 815732930708.880249 -14033.644863 122844.996522 12439.998943 
 10.0000    0 815732928943.571899 -14211.285957 124399.996388 12439.998916 
 10.1250    0 815732927156.058472 -14388.927053 125954.996251 12439.998889 
 10.2500    0 815732925346.339966 -14566.568149 127509.996110 12439.998862 
 10.3750    0 815732923514.416382 -14744.209246 129064.995966 12439.998834 
 10.5000    0 815732921660.287720 -14921.850344 130619.995819 12439.998805 
 10.6250    0 815732919783.953979 -15099.491443 132174.995668 12439.998777 
 10.7500    0 815732917885.415161 -15277.132542 133729.995513 12439.998748 
 10.8750    0 815732915964.671021 -15454.773643 135284.995354 12439.998718 
 11.0000    0 815732914021.721558 -15632.414744 136839.995192 12439.998689 
 11.1250    0 815732912056.567017 -15810.055846 138394.995027 12439.998659 
 11.2500    0 815732910069.207397 -15987.696949 139949.994857 12439.998629 
 11.3750    0 815732908059.642700 -16165.338052 141504.994684 12439.998598 
 11.5000    0 815732906027.872925 -16342.979157 143059.994507 12439.998567 
 11.6250    0 815732903973.898071 -16520.620263 144614.994325 12439.998536 
 11.7500    0 815732901897.718140 -16698.261369 146169.994140 12439.998504 
 11.8750    0 815732899799.333008 -16875.902476 147724.993951 12439.998472 
 12.0000    0 815732897678.742432 -17053.543585 149279.993758 12439.998440 
 12.1250    0 815732895535.946777 -17231.184694 150834.993561 12439.998407 
 12.2500    0 815732893370.946045 -17408.825804 152389.993360 12439.998374 
 12.3750    0 815732891183.740234 -17586.466915 153944.993155 12439.998341 
 12.5000    0 815732888974.329346 -17764.108027 155499.992945 12439.998307 
 12.6250    0 815732886742.713379 -17941.749140 157054.992731 12439.998273 
 12.7500    0 815732884488.892334 -18119.390254 158609.992513 12439.998238 
 12.8750    0 815732882212.866089 -18297.031369 160164.992291 12439.998204 
 13.0000    0 815732879914.634399 -18474.672485 161719.992064 12439.998169 
 13.1250    0 815732877594.197632 -18652.313602 163274.991833 12439.998133 
 13.2500    0 815732875251.555786 -18829.954720 164829.991598 12439.998098 
 13.3750    0 815732872886.708862 -19007.595839 166384.991358 12439.998062 
 13.5000    0 815732870499.656860 -19185.236959 167939.991113 12439.998025 
 13.6250    0 815732868090.399780 -19362.878080 169494.990864 12439.997988 
 13.7500    0 815732865658.937622 -19540.519202 171049.990610 12439.997951 
 13.8750    0 815732863205.270264 -19718.160325 172604.990352 12439.997914 
 14.0000    0 815732860729.397461 -19895.801450 174159.990089 12439.997876 
 14.1250    0 815732858231.319580 -20073.442575 175714.989821 12439.997838 
 14.2500    0 815732855711.036621 -20251.083701 177269.989548 12439.997800 
 14.3750    0 815732853168.548584 -20428.724829 178824.989271 12439.997761 
 14.5000    0 815732850603.855469 -20606.365958 180379.988988 12439.997722 
 14.6250    0 815732848016.957275 -20784.007087 181934.988701 12439.997682 
 14.7500    0 815732845407.854004 -20961.648218 183489.988409 12439.997642 
 14.8750    0 815732842776.545410 -21139.289350 185044.988112 12439.997602 
 15.0000    0 815732840123.031494 -21316.930483 186599.987809 12439.997562 
 15.1250    0 815732837447.312500 -21494.571618 188154.987502 12439.997521 
 15.2500    0 815732834749.388428 -21672.212753 189709.987190 12439.997480 
 15.3750    0 815732832029.259277 -21849.853890 191264.986872 12439.997438 
 15.5000    0 815732829286.925049 -22027.495028 192819.986549 12439.997397 
 15.6250    0 815732826522.385742 -22205.136167 194374.986221 12439.997354 
 15.7500    0 815732823735.641357 -22382.777307 195929.985888 12439.997312 
 15.8750    0 815732820926.691406 -22560.418449 197484.985549 12439.997269 
 16.0000    0 815732818095.536377 -22738.059592 199039.985205 12439.997226 
 16.1250    0 815732815242.176270 -22915.700736 200594.984856 12439.997182 
 16.2500    0 815732812366.611084 -23093.341881 202149.984501 12439.997139 
 16.3750    0 815732809468.840820 -23270.983027 203704.984140 12439.997094 
 16.5000    0 815732806548.865479 -23448.624175 205259.983774 12439.997050 
 16.6250    0 815732803606.685059 -23626.265324 206814.983403 12439.997005 
 16.7500    0 815732800642.299316 -23803.906475 208369.983025 12439.996960 
 16.8750    0 815732797655.708252 -23981.547626 209924.982643 12439.996914 
 17.0000    0 815732794646.912109 -24159.188779 211479.982254 12439.996868 
 17.1250    0 815732791615.910889 -24336.829933 213034.981860 12439.996822 
 17.2500    0 815732788562.704590 -24514.471089 214589.981460 12439.996776 
 17.3750    0 815732785487.293213 -24692.112246 216144.981054 12439.996729 
 17.5000    0 815732782389.676758 -24869.753404 217699.980642 12439.996681 
 17.6250    0 815732779269.855225 -25047.394564 219254.980224 12439.996634 
 17.7500    0 815732776127.828125 -25225.035725 220809.979800 12439.996586 
 17.8750    0 815732772963.595947 -25402.676887 222364.979370 12439.996538 
 18.0000    0 815732769777.158691 -25580.318051 223919.978935 12439.996489 
 18.1250    0 815732766568.516357 -25757.959216 225474.978493 12439.996440 
 18.2500    0 815732763337.668945 -25935.600382 227029.978045 12439.996391 
 18.3750    0 815732760084.616455 -26113.241550 228584.977590 12439.996341 
 18.5000    0 815732756809.358887 -26290.882720 230139.977130 12439.996291 
 18.6250    0 815732753511.895874 -26468.523891 231694.976663 12439.996241 
 18.7500    0 815732750192.227661 -26646.165063 233249.976190 12439.996190 
 18.8750    0 815732746850.354370 -26823.806236 234804.975711 12439.996139 
 19.0000    0 815732743486.276001 -27001.447412 236359.975225 12439.996088 
 19.1250    0 815732740099.992554 -27179.088588 237914.974733 12439.996037 
 19.2500    0 815732736691.504028 -27356.729766 239469.974234 12439.995985 
 19.3750    0 815732733260.810425 -27534.370946 241024.973729 12439.995932 
 19.5000    0 815732729807.911377 -27712.012127 242579.973217 12439.995880 
 19.6250    0 815732726332.807129 -27889.653310 244134.972699 12439.995827 
 19.7500    0 815732722835.497803 -28067.294494 245689.972174 12439.995773 
 19.8750    0 815732719315.983398 -28244.935679 247244.971642 12439.995720 
 20.0000    0 815732715774.263916 -28422.576866 248799.971104 12439.995666 
 20.1250    0 815732712210.339355 -28600.218055 250354.970558 12439.995611 
 20.2500    0 815732708624.209717 -28777.859245 251909.970006 12439.995556 
 20.3750    0 815732705015.874634 -28955.500437 253464.969448 12439.995501 
 20.5000    0 815732701385.334351 -29133.141631 255019.968882 12439.995446 
 20.6250    0 815732697732.588989 -29310.782826 256574.968309 12439.995390 
 20.7500    0 815732694057.638550 -29488.424022 258129.967729 12439.995334 
 20.8750    0 815732690360.483032 -29666.065220 259684.967143 12439.995278 
 21.0000    0 815732686641.122437 -29843.706420 261239.966549 12439.995221 
 21.1250    0 815732682899.556763 -30021.347622 262794.965948 12439.995164 
 21.2500    0 815732679135.785522 -30198.988825 264349.965340 12439.995107 
 21.3750    0 815732675349.809204 -30376.630030 265904.964725 12439.995049 
 21.5000    0 815732671541.627808 -30554.271236 267459.964102 12439.994991 
 21.6250    0 815732667711.241333 -30731.912444 269014.963472 12439.994933 
 21.7500    0 815732663858.649780 -30909.553654 270569.962835 12439.994874 
 21.8750    0 815732659983.853149 -31087.194865 272124.962191 12439.994815 
 22.0000    0 815732656086.851318 -31264.836078 273679.961539 12439.994755 
 22.1250    0 815732652167.644043 -31442.477293 275234.960880 12439.994696 
 22.2500    0 815732648226.231689 -31620.118509 276789.960213 12439.994635 
 22.3750    0 815732644262.614258 -31797.759728 278344.959538 12439.994575 
 22.5000    0 815732640276.791748 -31975.400948 279899.958856 12439.994514 
 22.6250    0 815732636268.764160 -32153.042169 281454.958167 12439.994453 
 22.7500    0 815732632238.531494 -32330.683393 283009.957470 12439.994392 
 22.8750    0 815732628186.093384 -32508.324618 284564.956765 12439.994330 
 23.0000    0 815732624111.450073 -32685.965845 286119.956052 12439.994268 
 23.1250    0 815732620014.601685 -32863.607074 287674.955332 12439.994205 
 23.2500    0 815732615895.548218 -33041.248304 289229.954603 12439.994142 
 23.3750    0 815732611754.289673 -33218.889537 290784.953867 12439.994079 
 23.5000    0 815732607590.826050 -33396.530771 292339.953123 12439.994016 
 23.6250    0 815732603405.157227 -33574.172007 293894.952371 12439.993952 
 23.7500    0 815732599197.282959 -33751.813245 295449.951611 12439.993888 
 23.8750    0 815732594967.203613 -33929.454484 297004.950843 12439.993823 
 24.0000    0 815732590714.919189 -34107.095726 298559.950067 12439.993758 
 24.1250    0 815732586440.429688 -34284.736969 300114.949283 12439.993693 
 24.2500    0 815732582143.735107 -34462.378214 301669.948490 12439.993628 
 24.3750    0 815732577824.835449 -34640.019461 303224.947690 12439.993562 
 24.5000    0 815732573483.730225 -34817.660710 304779.946881 12439.993496 
 24.6250    0 815732569120.419922 -34995.301961 306334.946064 12439.993429 
 24.7500    0 815732564734.904541 -35172.943214 307889.945238 12439.993362 
 24.8750    0 815732560327.184082 -35350.584469 309444.944404 12439.993295 
 25.0000    0 815732555897.258545 -35528.225725 310999.943562 12439.993227 
 25.1250    0 815732551445.127930 -35705.866984 312554.942711 12439.993159 
 25.2500    0 815732546970.791870 -35883.508244 314109.941852 12439.993091 
 25.3750    0 815732542474.250610 -36061.149507 315664.940984 12439.993023 
 25.5000    0 815732537955.504272 -36238.790771 317219.940107 12439.992954 
 25.6250    0 815732533414.552856 -36416.432037 318774.939222 12439.992885 
 25.7500    0 815732528851.396362 -36594.073306 320329.938328 12439.992815 
 25.8750    0 815732524266.034790 -36771.714576 321884.937426 12439.992745 
 26.0000    0 815732519658.467896 -36949.355849 323439.936515 12439.992675 
 26.1250    0 815732515028.695679 -37126.997123 324994.935595 12439.992604 
 26.2500    0 815732510376.718384 -37304.638399 326549.934666 12439.992533 
 26.3750    0 815732505702.536011 -37482.279678 328104.933728 12439.992462 
 26.5000    0 815732501006.148560 -37659.920958 329659.932781 12439.992390 
 26.6250    0 815732496287.556030 -37837.562241 331214.931825 12439.992318 
 26.7500    0 815732491546.758179 -38015.203525 332769.930861 12439.992246 
 26.8750    0 815732486783.755005 -38192.844812 334324.929887 12439.992173 
 27.0000    0 815732481998.546753 -38370.486101 335879.928904 12439.992100 
 27.1250    0 815732477191.133423 -38548.127391 337434.927912 12439.992027 
 27.2500    0 815732472361.515015 -38725.768684 338989.926911 12439.991953 
 27.3750    0 815732467509.691528 -38903.409979 340544.925900 12439.991879 
 27.5000    0 815732462635.662598 -39081.051276 342099.924881 12439.991805 
 27.6250    0 815732457739.428467 -39258.692576 343654.923852 12439.991730 
 27.7500    0 815732452820.989258 -39436.333877 345209.922813 12439.991655 
 27.8750    0 815732447880.344971 -39613.975181 346764.921765 12439.991580 
 28.0000    0 815732442917.495605 -39791.616486 348319.920708 12439.991504 
 28.1250    0 815732437932.441162 -39969.257794 349874.919642 12439.991428 
 28.2500    0 815732432925.181152 -40146.899104 351429.918565 12439.991352 
 28.3750    0 815732427895.716064 -40324.540416 352984.917480 12439.991275 
 28.5000    0 815732422844.045898 -40502.181731 354539.916384 12439.991198 
 28.6250    0 815732417770.170654 -40679.823048 356094.915279 12439.991121 
 28.7500    0 815732412674.090332 -40857.464366 357649.914164 12439.991043 
 28.8750    0 815732407555.804810 -41035.105687 359204.913040 12439.990965 
 29.0000    0 815732402415.313843 -41212.747011 360759.911906 12439.990887 
 29.1250    0 815732397252.617798 -41390.388336 362314.910762 12439.990808 
 29.2500    0 815732392067.716675 -41568.029664 363869.909608 12439.990729 
 29.3750    0 815732386860.610474 -41745.670994 365424.908444 12439.990650 
 29.5000    0 815732381631.299194 -41923.312326 366979.907270 12439.990570 
 29.6250    0 815732376379.782471 -42100.953661 368534.906086 12439.990490 
 29.7500    0 815732371106.060547 -42278.594998 370089.904892 12439.990409 
 29.8750    0 815732365810.133545 -42456.236337 371644.903689 12439.990329 
 30.0000    0 815732360492.001465 -42633.877679 373199.902475 12439.990247 
 30.1250    0 815732355151.664307 -42811.519023 374754.901250 12439.990166 
 30.2500    0 815732349789.121948 -42989.160369 376309.900016 12439.990084 
 30.3750    0 815732344404.374146 -43166.801717 377864.898771 12439.990002 
 30.5000    0 815732338997.421265 -43344.443068 379419.897517 12439.989920 
 30.6250    0 815732333568.263306 -43522.084421 380974.896251 12439.989837 
 30.7500    0 815732328116.900269 -43699.725777 382529.894976 12439.989754 
 30.8750    0 815732322643.332153 -43877.367135 384084.893690 12439.989670 
 31.0000    0 815732317147.558472 -44055.008495 385639.892393 12439.989586 
 31.1250    0 815732311629.579712 -44232.649858 387194.891086 12439.989502 
 31.2500    0 815732306089.395874 -44410.291223 388749.889769 12439.989418 
 31.3750    0 815732300527.006958 -44587.932591 390304.888441 12439.989333 
 31.5000    0 815732294942.412964 -44765.573961 391859.887102 12439.989248 
 31.6250    0 815732289335.613525 -44943.215333 393414.885753 12439.989162 
 31.7500    0 815732283706.608887 -45120.856708 394969.884393 12439.989076 
 31.8750    0 815732278055.399170 -45298.498086 396524.883022 12439.988990 
 32.0000    0 815732272381.984375 -45476.139465 398079.881640 12439.988904 
